,nom_entreprise,adresse,latitude,longitude,activite_principale
835,AUCHAN SUPERMARCHE,LES FAURIES 24120 TERRASSON LAVILLEDIEU,44.9346885,5.6503409,47.11D
836,EUROMASTER FRANCE,N° 28 A N° 32 28 RUE LECONTE DE LISLE 38000 GRENOBLE,45.169006,5.728131,74.1J
837,EUROMASTER FRANCE,86 COURS JEAN JAURES 38000 GRENOBLE,45.184393,5.717415,50.3A
838,EUROMASTER FRANCE,68 AVENUE DE LA REPUBLIQUE 38130 ECHIROLLES,45.142288,5.732204,50.3A
839,EUROMASTER FRANCE,RUE ELISEE CHATIN 38100 GRENOBLE,45.179667,5.723031,50.3A
840,EUROMASTER FRANCE,ZONE INDUSTRIELLE AVENUE DE L'ILE BRUNE 38120 SAINT-EGREVE,45.229573,5.670354,45.31Z
841,EUROMASTER FRANCE,96 COURS JEAN JAURES 38130 ECHIROLLES,45.142655,5.703352,50.3A
842,EUROMASTER FRANCE,91 AVENUE GABRIEL PERI 38400 SAINT-MARTIN-D'HERES,45.186408,5.761534,45.31Z
843,EUROMASTER FRANCE,39 BOULEVARD PAUL LANGEVIN 38600 FONTAINE,45.189505,5.682406,45.31Z
844,EUROMASTER FRANCE,6 RUE DE L’INDUSTRIE 38500 VOIRON,45.359557,5.594534,45.31Z
845,EUROMASTER FRANCE,71 COURS JEAN JAURES 38130 ECHIROLLES,45.15033,5.706788,45.31Z
846,BOUYGUES TELECOM (BOUYGUES TELECOM ENTREPRISES),LE MONTAUD 24220 BERBIGUIERES,45.2482702,5.5519094,61.20Z
847,WURTH FRANCE,ZI DE MAYENCIN 8 RUE DE LA CONDAMINE 38610 GIERES,45.187129,5.778474,46.74A
848,WURTH FRANCE,ZI SUD PROXISHOP SAINT MARTIN D'HERES 18 RUE DU PRE BLANCHET 38400 SAINT-MARTIN-D'HERES,45.1623,5.757294,46.74A
849,WURTH FRANCE,372 RUE DE LA GRANGE BATIE 38430 MOIRANS,45.319481,5.596155,46.74A
850,CLAIRE'S FRANCE (CLAIRE'S),CENTRE COMMERCIAL GRAND PL 11 GRAND PLACE 38100 GRENOBLE,45.158462,5.732653,52.4V
851,CLAIRE'S FRANCE (CLAIRE'S),CENTRE COMMERCIAL GRAND PL 52 GRAND PLACE 38100 GRENOBLE,45.15852,5.730569,47.78C
852,CLAIRE'S FRANCE (CLAIRE'S),16 GRANDE RUE 38000 GRENOBLE,45.191796,5.728292,47.78C
853,FRET SNCF,1 PLACE DE LA GARE 38000 GRENOBLE,45.190535,5.715318,49.20Z
854,FRET SNCF,1 PLACE DE LA GARE 38560 JARRIE,45.084756,5.743125,49.20Z
855,FRET SNCF,RUE LOUIS GAGNIERE 38950 SAINT-MARTIN-LE-VINOUX,45.215016,5.685153,49.20Z
856,FRET SNCF,11 RUE DE LA GARE 38950 SAINT-MARTIN-LE-VINOUX,45.212209,5.694627,49.20Z
857,KING JOUET (KING JOUET),ESPACE COMBOIRE 38130 ECHIROLLES,45.146556,5.69342,46.49Z
858,KING JOUET (KING JOUET),3 BOULEVARD DES ALPES 38240 MEYLAN,45.20263,5.766871,47.65Z
859,KING JOUET (KING JOUET),7 RUE DE COMBOIRE 38130 ECHIROLLES,45.149242,5.694749,47.65Z
860,KING JOUET (KING JOUET),2 ZAC DES ILES CAP 38 17 LA TREMOUILLERE 38120 SAINT-EGREVE,45.23958,5.66853,47.65Z
861,KING JOUET (KING JOUET),26-28-30 26 COURS BERRIAT 38000 GRENOBLE,45.188211,5.720884,47.65Z
862,CONFORAMA FRANCE,64 GRAND PLACE RUE DE NORMANDIE 38130 ECHIROLLES,45.157925,5.722474,47.59A
863,CONFORAMA FRANCE,34 AVENUE DE L'EUROPE 38100 GRENOBLE,45.159682,5.732513,47.59A
864,CONFORAMA FRANCE,ZI LES GLAIRAUX 38120 SAINT-EGREVE,45.22256,5.673253,47.59A
865,CONFORAMA FRANCE,RUE RENE CASSIN 38120 SAINT-EGREVE,45.216389,5.683423,47.59A
866,CONFORAMA FRANCE,2 RUE AMABLE MATUSSIERE 38100 GRENOBLE,45.17082,5.721092,47.59B
867,CALZEDONIA FRANCE,1 RUE DE SAULT 38000 GRENOBLE,45.189686,5.726575,47.51Z
868,CALZEDONIA FRANCE,CENTRE COMMERCIAL GRAND PLACE 55 GRAND PLACE 38100 GRENOBLE,45.158412,5.730834,47.71Z
869,CALZEDONIA FRANCE,4 RUE DE BONNE 38000 GRENOBLE,45.190018,5.727005,47.71Z
870,CALZEDONIA FRANCE,7 RUE DE BONNE 38000 GRENOBLE,45.189572,5.726871,68.20B
871,CALZEDONIA FRANCE,4 RUE DOCTEUR BALLY 38000 GRENOBLE,45.190088,5.72492,47.71Z
872,CALZEDONIA FRANCE,LOCAL XB85 55 GRAND PLACE 38100 GRENOBLE,45.158412,5.730834,68.20B
873,CAFPI,10 RUE DOCTEUR MAZET 38000 GRENOBLE,45.190848,5.722204,66.19B
874,MILEE (ADREXO ET LAST SMILE PARTNER),38 RUE GALILEE 38400 SAINT-MARTIN-D'HERES,45.186665,5.753921,74.4A
875,MILEE (ADREXO ET LAST SMILE PARTNER),21 RUE DE COMBOIRE 38130 ECHIROLLES,45.144968,5.693376,73.11Z
876,MILEE (ADREXO ET LAST SMILE PARTNER),ZI LES BLANCHISSERIES RUE DU MARAIS 38500 VOIRON,45.386662,5.578959,73.11Z
877,MILEE (ADREXO ET LAST SMILE PARTNER),19 RUE DE L’INDUSTRIE 38420 DOMENE,45.201216,5.824995,73.12Z
878,MILEE (ADREXO ET LAST SMILE PARTNER),ZA LES MERES 38850 CHIRENS,45.416275,5.546352,73.11Z
879,MILEE (ADREXO ET LAST SMILE PARTNER),13 AVENUE ARISTIDE BERGES 38420 DOMENE,45.20108,5.823206,73.12Z
880,MILEE (ADREXO ET LAST SMILE PARTNER),12 D RUE DE MAYENCIN 38400 SAINT-MARTIN-D'HERES,45.18614,5.777433,73.11Z
881,OFFICE FRANCAIS DE LA BIODIVERSITE (OFB),ECLOSERIE FEDERALE FONT BESSET RUE DE L'EAU VIVE 38210 SAINT-QUENTIN-SUR-ISERE,45.288497,5.572161,84.13Z
882,OFFICE FRANCAIS DE LA BIODIVERSITE (OFB),CENTRE D'ACTION TERRITORIALE CHEMIN DU PRIEURE 38220 VIZILLE,45.081599,5.776017,84.13Z
883,OFFICE FRANCAIS DE LA BIODIVERSITE (OFB),ZI DE MAYENCIN 5 ALLEE DE BETHLEEM 38610 GIERES,45.190689,5.780235,84.13Z
884,IRISOLAR 31,LD LES DEVEYS 38160 IZERON,45.152644,5.370235,35.11Z
885,IRISOLAR 31,BALCNHET LE MOLLARD 38500 VOIRON,45.385276,5.570371,35.11Z
886,SUD EST RESTAURATION S E R,46 RUE CHAMPOLLION 38450 VIF,45.054002,5.668715,56.29A
887,SUD EST RESTAURATION S E R,DESCENTE ALLIVET 38140 RENAGE,45.338924,5.494222,56.29B
888,SUD EST RESTAURATION S E R,13 RUE PAUL HEROULT 38130 ECHIROLLES,45.148793,5.712237,56.29B
889,SUD EST RESTAURATION S E R,CHEMIN DE LA PROULA 38190 BERNIN,45.266379,5.866895,56.29B
890,SUD EST RESTAURATION S E R,210 RUE GENERAL DE GAULLE 38330 MONTBONNOT-SAINT-MARTIN,45.224448,5.797814,56.29B
891,SUD EST RESTAURATION S E R,6 RUE DE NARVIK 38000 GRENOBLE,45.183235,5.728356,56.29B
892,SUD EST RESTAURATION S E R,40 RUE DES CIMENTS 38180 SEYSSINS,45.151677,5.688533,56.29B
893,SUD EST RESTAURATION S E R,19 RUE DE LA PLAINE 38610 GIERES,45.184095,5.788768,56.29B
894,SUD EST RESTAURATION S E R,2 AVENUE DU GRANIER 38240 MEYLAN,45.209941,5.780247,56.29B
895,SUD EST RESTAURATION S E R,EHPAD CHAMP FLEURI 13 RUE PAUL HEROULT 38130 ECHIROLLES,45.148793,5.712237,56.29B
896,DUPONT RESTAURATION,DOM UNIVERSITAIRE 38610 GIERES,45.195301,5.774198,56.29B
897,DUPONT RESTAURATION,312 RUE DE L ETANG 38950 SAINT-MARTIN-LE-VINOUX,45.20984,5.701377,56.29B
898,DUPONT RESTAURATION,46 RUE CHAMPOLLION 38450 VIF,45.054002,5.668715,56.29B
899,CAISSE NATIONALE DE L'ASSURANCE MALADIE (CNAM),69 BOULEVARD CLEMENCEAU 38100 GRENOBLE,45.181994,5.73508,75.3A
900,CAISSE NATIONALE DE L'ASSURANCE MALADIE (CNAM),66 AVENUE MARCELIN BERTHELOT 38100 GRENOBLE,45.169584,5.731764,84.30A
901,CAISSE NATIONALE DE L'ASSURANCE MALADIE (CNAM),CREDI RA GRENOBLE 96 RUE DE STALINGRAD 38100 GRENOBLE,45.172139,5.723968,75.3A
902,CAISSE NATIONALE DE L'ASSURANCE MALADIE (CNAM),8 RUE JEAN MOULIN 38180 SEYSSINS,45.160102,5.697671,75.3A
903,CAISSE NATIONALE DE L'ASSURANCE MALADIE (CNAM),LE SEMAPHORE 35 AVENUE DOYEN LOUIS WEIL 38000 GRENOBLE,45.193457,5.711663,84.30A
904,AS 24 (POINTS CARBURANTS),LD LES EPARRES-ZAC CHAMP ROMAN 38400 SAINT-MARTIN-D'HERES,45.18415,5.774587,46.71Z
905,AS 24 (POINTS CARBURANTS),23 RUE PIERRE SEMARD 38600 FONTAINE,45.187613,5.683705,51.5A
906,AS 24 (POINTS CARBURANTS),AUTOROUTE A48 ECHANGEUR DE VOREPPE 38340 VOREPPE,45.262537,5.65496,46.71Z
907,ETABLISSEMENT FRANCAIS DU SANG (EFS),29 AVENUE DES MAQUIS DU GRESIVAUDAN 38700 LA TRONCHE,45.201718,5.742618,86.90C
908,ETABLISSEMENT FRANCAIS DU SANG (EFS),464 RTE DE LANCEY LA BATIE 38330 SAINT-ISMIER,45.238291,5.851337,86.90C
909,TECHNIQUE SOLAIRE INVEST 69 (TSI 69),1 LD DES ALLAVARDS 38470 L'ALBENC,45.219115,5.449702,35.11Z
910,TECHNIQUE SOLAIRE INVEST 69 (TSI 69),2 LD LES ALLAVARDS 38470 L'ALBENC,45.219115,5.449702,35.11Z
911,KIABI EUROPE (KIABI),ZAC CAP 38 7 RUE DE LA TREMOUILLIERE 38120 SAINT-EGREVE,45.239717,5.668753,47.71Z
912,KIABI EUROPE (KIABI),LOT 9 ESPACE COMBOIRE 38130 ECHIROLLES,45.146556,5.69342,47.71Z
913,CELIO FRANCE (CELIO),RUE GUETAL 38000 GRENOBLE,45.189018,5.726664,70.2C
914,CELIO FRANCE (CELIO),CTRE COMMERCIAL  BOX N°147 18 B GRAND PLACE 38000 GRENOBLE,45.158624,5.732726,47.71Z
915,CELIO FRANCE (CELIO),CTRE COMMERCIAL - BOX N°59 GRAND PLACE 38100 GRENOBLE,45.157897,5.732046,52.4C
916,CELIO FRANCE (CELIO),3 RUE FELIX POULAT 38000 GRENOBLE,45.190181,5.726818,47.71Z
917,CELIO FRANCE (CELIO),1155 GRAND PLACE 38000 GRENOBLE,45.157897,5.732046,47.71Z
918,CELIO FRANCE (CELIO),18-20 18 RUE GUETAL 38000 GRENOBLE,45.189186,5.726491,47.71Z
919,CELIO FRANCE (CELIO),LOCAL BT N 12CCAL CASERNE DE BONNE ZAC DE BONNE 38000 GRENOBLE,45.189467,5.726608,47.71Z
920,CELIO FRANCE (CELIO),CENTRE COMMERCIAL NEYRPIC LOCAL MS032 9 AVENUE BENOIT FRACHON 38400 SAINT-MARTIN-D'HERES,45.184933,5.755443,47.71Z
921,EUROPCAR FRANCE (EUROPCAR FRANCE),94 COURS JEAN JAURES 38000 GRENOBLE,45.183572,5.717172,71.1Z
922,EUROPCAR FRANCE (EUROPCAR FRANCE),5 7 COURS JEAN JAURES 38130 ECHIROLLES,45.156113,5.708781,77.11A
923,EUROPCAR FRANCE (EUROPCAR FRANCE),GARE SNCF 1 PLACE DE LA GARE 38000 GRENOBLE,45.190535,5.715318,77.11A
924,EUROPCAR FRANCE (EUROPCAR FRANCE),QUARTIER DE L'EUROPE 30 RUE EMILE GUEYMARD 38000 GRENOBLE,45.193419,5.714598,77.11A
925,GAVRIANE (CAP SUD),LIEUDIT PIEDS RONDS 38650 TREFFORT,44.921722,5.661037,35.11Z
926,BUFFALO GRILL,RUE EVARISTE GALOIS 38320 EYBENS,45.15114,5.739855,56.10A
927,BUFFALO GRILL,ZAC VENCE ECOPARC 3 RUE DES PLATANES 38120 SAINT-EGREVE,45.220256,5.690118,56.10A
928,MAISONS DU MONDE FRANCE,4 B RUE LAFAYETTE 38000 GRENOBLE,45.19161,5.72938,47.59B
929,MAISONS DU MONDE FRANCE,CENTRE COMMERCIAL GRAND PL 69 LES GRANGES 38130 ECHIROLLES,45.140569,5.719092,47.59B
930,MAISONS DU MONDE FRANCE,12 RUE DES MONTAGNES DE LANS 38130 ECHIROLLES,45.152338,5.694851,47.59B
931,BUT INTERNATIONAL (BUT LE JUSTE PRIX),5 RUE DE L'ISERE 38120 SAINT-EGREVE,45.228147,5.680735,47.59A
932,BUT INTERNATIONAL (BUT LE JUSTE PRIX),3 AVENUE DE L'ILE BRUNE 38120 SAINT-EGREVE,45.229573,5.670354,47.59A
933,BUT INTERNATIONAL (BUT LE JUSTE PRIX),75 RUE DES JAVAUX 38320 EYBENS,45.154396,5.745769,47.59A
934,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM),DBMS-ICH-CENG 85X 85 RUE DES BUTTES MARTYRS 38000 GRENOBLE,45.198856,5.709432,73.1Z
935,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM),85 RUE DES BUTTES MARTYRS 38000 GRENOBLE,45.198856,5.709432,73.1Z
936,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM),CHU GRENOBLE PAVILLON B BOULEVARD DE LA CHANTOURNE 38700 LA TRONCHE,45.196799,5.750745,72.19Z
937,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM),17 AVENUE DES MARTYRS 38000 GRENOBLE,45.201206,5.700791,72.19Z
938,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM),A.BONNIOT UJF-GRENOBLE 1 AVENUE DU GRAND SABLON 38700 LA TRONCHE,45.195949,5.747849,72.19Z
939,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM),BATIMENT B BIOLOGIE - DOMAINE UNIV UGA 2280 RUE DE LA PISCINE 38400 SAINT-MARTIN-D'HERES,45.194065,5.762338,72.19Z
940,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM),SITE DE SANTE BELLES ALPES 38700 LA TRONCHE,45.207074,5.750468,72.19Z
941,CAROLL INTERNATIONAL (CAROLL - CAROLL PARIS - ANN...),CENTRE COMMERCIAL GRAND PLACE 38100 GRENOBLE,45.157897,5.732046,47.71Z
942,CAROLL INTERNATIONAL (CAROLL - CAROLL PARIS - ANN...),6 RUE FELIX POULAT 38000 GRENOBLE,45.190224,5.725699,47.71Z
943,CAROLL INTERNATIONAL (CAROLL - CAROLL PARIS - ANN...),BP 97X GRENOBLE CEDEX 09 12 PLACE GRENETTE 38000 GRENOBLE,45.190774,5.727102,47.71Z
944,CAROLL INTERNATIONAL (CAROLL - CAROLL PARIS - ANN...),CC NEYRPIC ZAC NEYRPIC - LOT BT 152 AVENUE BENOIT FRACHON 38400 SAINT-MARTIN-D'HERES,45.183623,5.754039,47.71Z
945,TOTALENERGIES CHARGING SERVICES,RELAIS VOREPPE A48 AIRE DE VOREPPE 38340 VOREPPE,45.291451,5.638482,35.14Z
946,MUTUELLE ASSURANCE INSTITUTEUR FRANCE (MAIF),5 RUE DES FLEURS 38170 SEYSSINET-PARISET,45.174587,5.686333,65.12Z
947,MUTUELLE ASSURANCE INSTITUTEUR FRANCE (MAIF),MINIPARC CONGRES 11 RUE ROLAND GARROS 38320 EYBENS,45.159142,5.738172,65.12Z
948,MUTUELLE ASSURANCE INSTITUTEUR FRANCE (MAIF),POINT D'ACCUEIL MAIF 10 RUE DE LA POSTE 38000 GRENOBLE,45.189633,5.727048,65.12Z
949,MUTUELLE ASSURANCE INSTITUTEUR FRANCE (MAIF),ZA DE MAYENCIN ACTIMART 7 ALLEE DE PALESTINE 38610 GIERES,45.189573,5.779906,65.12Z
950,MINSK BY CAP SUD,PIED ROND 38650 TREFFORT,44.921722,5.661037,35.11Z
951,MINSK BY CAP SUD,LES CARLAIRES 38650 MONESTIER-DE-CLERMONT,44.929017,5.639993,35.11Z
952,MINSK BY CAP SUD,513 ROUTE DE LA CROIX 38620 MASSIEU,45.433737,5.600955,35.11Z
953,NORMAL FRANCE,CENTRE COMMERCIAL GRAND PLACE 55 GRAND PLACE 38100 GRENOBLE,45.158412,5.730834,47.19B
954,NORMAL FRANCE,CC NEYRPIC 52 AVENUE GABRIEL PERI 38400 SAINT-MARTIN-D'HERES,45.185909,5.75988,47.19B
955,NORMAL FRANCE,5 RUE DE LA REPUBLIQUE 38000 GRENOBLE,45.191017,5.728631,47.19B
956,IRISOLAR 20,210 CHEMIN DES PEROUSES 38760 VARCES-ALLIERES-ET-RISSET,45.104073,5.673461,35.11Z
957,IRISOLAR 20,MOLLARD BLANCHET 38500 VOIRON,45.398799,5.589238,35.11Z
958,IRISOLAR 20,PRE LA CARLE 38500 LA BUISSE,45.342959,5.607876,35.11Z
959,PROMOTION DU PRET A PORTER (PIMKIE) (PPP),CNTRE COMMERCIAL LES QUATRE CHEMINS 03200 VICHY,45.3404917,5.8116156,47.71Z
960,MIM (MIM),CTRE COMMERCIAL GEANT 76 AVENUE GABRIEL PERI 38400 SAINT-MARTIN-D'HERES,45.185909,5.75988,47.71Z
961,MIM (MIM),CTRE COMMERCIAL CONTINENT 1 RUE DES ABATTOIRS 38120 SAINT-EGREVE,45.239933,5.665372,52.4C
962,MIM (MIM),LOCAL N 26 BIS CIAL CARREF 1 RUE DES ABATTOIRS 38120 SAINT-EGREVE,45.239933,5.665372,47.71Z
963,MIM (MIM),CENTRE COMMERCIAL GRAND PLACE 38100 GRENOBLE,45.157897,5.732046,47.71Z
964,RTE RESEAU DE TRANSPORT D ELECTRICITE,73 RUE DU PROGRES 38170 SEYSSINET-PARISET,45.180897,5.699353,35.12Z
965,RTE RESEAU DE TRANSPORT D ELECTRICITE,ROUTE DE VIZILLE 38800 CHAMPAGNIER,45.095377,5.720846,35.12Z
966,IRISOLAR 21,MOLLARD BLANCHET 38500 VOIRON,45.398799,5.589238,35.11Z
967,IRISOLAR 21,PRE LA CARLE 38500 LA BUISSE,45.342959,5.607876,35.11Z
968,FAMILYVETS,77 RTE DE MEAUBEC 38140 BEAUCROISSANT,45.345812,5.492626,75.00Z
969,FAMILYVETS,ROUTE DE GRENOBLE 38500 COUBLEVIE,45.355597,5.598372,75.00Z
970,SNCF OPTIM'SERVICES,1 PLACE DE LA GARE 38000 GRENOBLE,45.190535,5.715318,82.99Z
971,ORCHESTRA-PREMAMAN (ORCHESTRA PREMAMAN),C CIAL GRAND PLACE 38100 GRENOBLE,45.157897,5.732046,47.71Z
972,ORCHESTRA-PREMAMAN (ORCHESTRA PREMAMAN),ZAC DE COMBOIRE 3 PLACE DE LA GRANDE MOUCHEROLLE 38130 ECHIROLLES,45.150711,5.694873,47.71Z
973,ORCHESTRA-PREMAMAN (ORCHESTRA PREMAMAN),15 RUE DE LA TREMOUILLIERE 38120 SAINT-EGREVE,45.23958,5.66853,47.71Z
974,FRANCE BKR,15 PLACE GRENETTE 38000 GRENOBLE,45.190681,5.727602,55.3B
975,FRANCE BKR,CTRE CIAL GRAND PLACE RUE DE NORMANDIE 38130 ECHIROLLES,45.157925,5.722474,56.10C
976,FRANCE BKR,2 PLACE VICTOR HUGO 38000 GRENOBLE,45.189628,5.724305,68.20B
977,FRANCE BKR,CC DES ABATTOIRS CONTINENT 1 RUE DES ABATTOIRS 38120 SAINT-EGREVE,45.239933,5.665372,68.20B
978,FRANCE BKR,51 CHEMIN DE LA CARRONNERIE 38240 MEYLAN,45.201119,5.758338,56.10C
979,FRANCE BKR,AVENUE DES ETATS GENERAUX 1 RUE DE NORMANDIE 38130 ECHIROLLES,45.157925,5.722474,68.20B
980,PUM,2 AVENUE VICTOR HUGO 38130 ECHIROLLES,45.158622,5.712962,46.69B
981,PUM,ZI LES ILES CORDEES 22 RUE DE LA CUCHE 38113 VEUREY-VOROIZE,45.256087,5.627465,46.69B
982,ENGIE HOME SERVICES (C G S T SAVE) (CGST),82 RUE ANATOLE FRANCE 38100 GRENOBLE,45.172632,5.704535,45.3F
983,ENGIE HOME SERVICES (C G S T SAVE) (CGST),68 T AVENUE RHIN ET DANUBE 38100 GRENOBLE,45.172815,5.704852,43.22B
984,ENGIE HOME SERVICES (C G S T SAVE) (CGST),77 RUE SERMORENS 38500 VOIRON,45.370393,5.584538,43.22B
985,ENGIE HOME SERVICES (C G S T SAVE) (CGST),20 BOULEVARD DE LA POLOGNE 38190 VILLARD-BONNOT,45.236931,5.88621,43.22B
986,ENGIE HOME SERVICES (C G S T SAVE) (CGST),AVENUE ARISTIDE BERGES 38420 DOMENE,45.199983,5.821879,43.22B
987,ENGIE HOME SERVICES (C G S T SAVE) (CGST),27 RUE DES GLAIRAUX 38120 SAINT-EGREVE,45.22256,5.673253,43.22B
988,KIKO FRANCE,2 PLACE VICTOR HUGO 38000 GRENOBLE,45.189628,5.724305,47.75Z
989,KIKO FRANCE,CENTRE CIAL VOIE N 24 VILLENEUVE RUE DE NORMANDIE 38130 ECHIROLLES,45.157925,5.722474,47.75Z
990,KIKO FRANCE,9 AVENUE BENOIT FRACHON 38400 SAINT-MARTIN-D'HERES,45.184933,5.755443,47.75Z
991,RESTALLIANCE,60 AVENUE FREDERIC JOLIOT CURIE 38130 ECHIROLLES,45.143819,5.735414,56.29A
992,RESTALLIANCE,25 RUE LESDIGUIERES 38360 SASSENAGE,45.209824,5.663359,56.29A
993,RESTALLIANCE,15 RUE EUGENE CHARBONNIER 38600 FONTAINE,45.193102,5.680235,56.29A
994,MICROBABY,37 QUAI CLAUDE BERNARD 38000 GRENOBLE,45.193485,5.715923,88.91A
995,MICROBABY,10 CHEMIN DES PRELES 38240 MEYLAN,45.209044,5.784826,88.91A
996,MICROBABY,10 CHEMIN DES PRELES 38240 MEYLAN,45.209044,5.784826,88.91A
997,HAVAS VOYAGES,3 RUE DOCTEUR BALLY 38000 GRENOBLE,45.190191,5.725441,79.11Z
998,HAVAS VOYAGES,LES LECHERES 2 BOULEVARD DES ALPES 38240 MEYLAN,45.202423,5.761861,79.12Z
999,HAVAS VOYAGES,28 BOULEVARD EDOUARD REY 38000 GRENOBLE,45.189852,5.724287,79.11Z
1000,HAVAS VOYAGES,10 RUE DES TERREAUX 38500 VOIRON,45.366073,5.593474,79.11Z
1001,HAVAS VOYAGES,3 RUE DOCTEUR BALLY 38000 GRENOBLE,45.190191,5.725441,79.11Z
1002,HAVAS VOYAGES,2 PLACE DE LA BASCULE 38500 VOIRON,45.365938,5.594655,79.11Z
1003,DEVRED,1 RUE LAFAYETTE 38000 GRENOBLE,45.191993,5.729768,52.4C
1004,DEVRED,4 AVENUE ALSACE LORRAINE 38000 GRENOBLE,45.189203,5.723019,47.71Z
1005,DEVRED,CENTRE CIAL GRAND PLACE LOCAL N 7 55 GRAND PLACE 38100 GRENOBLE,45.158412,5.730834,47.71Z
1006,H&M HENNES & MAURITZ,C C GRAND PLACE 38100 GRENOBLE,45.157897,5.732046,47.71Z
1007,H&M HENNES & MAURITZ,CENTRE COMMERCIAL CASERNE DE BONNE BOULEVARD GAMBETTA 38000 GRENOBLE,45.186957,5.724145,47.71Z
1008,CARREFOUR HYPERMARCHES,VOIE N  24 VILLENEUVE RUE DE NORMANDIE 38130 ECHIROLLES,45.157925,5.722474,68.20B
1009,CARREFOUR HYPERMARCHES,AVENUE DE VERDUN 1 BOULEVARD DES ALPES 38240 MEYLAN,45.203553,5.770318,47.11F
1010,CARREFOUR HYPERMARCHES,1 RUE DES ABATTOIRS 38120 SAINT-EGREVE,45.239933,5.665372,47.11F
1011,HAPPY CURL (LA BOUTIQUE DU COIFFEUR),CENTRE COMMERCIAL GRAND PLACE 55 GRAND PLACE 38100 GRENOBLE,45.158412,5.730834,46.45Z
1012,HAPPY CURL (LA BOUTIQUE DU COIFFEUR),CENTRE COMMERCIAL CARREFOUR 1 RUE DES ABATTOIRS 38120 SAINT-EGREVE,45.239933,5.665372,46.45Z
1013,LES HALLES BLACHERE BERNARD (PROVENC'HALLES),ROUTE NATIONALE 75 QUARTIER GRAND PLAN MENU 38500 COUBLEVIE,45.354046,5.596683,68.20B
1014,LES HALLES BLACHERE BERNARD (PROVENC'HALLES),ROUTE DE SAINT-QUENTIN 38210 TULLINS,45.296315,5.502539,47.21Z
1015,LES HALLES BLACHERE BERNARD (PROVENC'HALLES),24 AVENUE DE L'ILE BRUNE 38120 SAINT-EGREVE,45.229573,5.670354,47.21Z
1016,FONDATION APPRENTIS D'AUTEUIL (APPRENTIS D'AUTEUIL),8 RUE EMILE GUEYMARD 38000 GRENOBLE,45.191806,5.715367,85.59A
1017,FONDATION APPRENTIS D'AUTEUIL (APPRENTIS D'AUTEUIL),14 RUE DES ARTS ET METIERS 38000 GRENOBLE,45.185168,5.70424,85.59A
1018,LUDENDO COMMERCE FRANCE,CENTRE COMMERCIAL GRAND PL 55 GRAND PLACE 38100 GRENOBLE,45.158412,5.730834,47.65Z
1019,LUDENDO COMMERCE FRANCE,76 AVENUE GABRIEL PERI 38400 SAINT-MARTIN-D'HERES,45.185909,5.75988,47.65Z
1020,LUDENDO COMMERCE FRANCE,120 BOULEVARD PAUL LANGEVIN 38600 FONTAINE,45.198647,5.670915,47.65Z
1021,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD RHONE ALPES,15-17 15 RUE PAUL CLAUDEL 38100 GRENOBLE,45.1714,5.733007,64.19Z
1022,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD RHONE ALPES,IMMEUBLE LE MELIES 36 AVENUE DU 8 MAI 1945 38130 ECHIROLLES,45.147463,5.717074,64.19Z
1023,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD RHONE ALPES,PLACE DE LA LIBERTE 38140 IZEAUX,45.333657,5.426075,64.19Z
1024,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD RHONE ALPES,41 RUE DU BOURGAMON 38400 SAINT-MARTIN-D'HERES,45.164399,5.763732,64.19Z
1025,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD RHONE ALPES,ST HUBERT-IMM TEILLAUD 26 AVENUE MARCELIN BERTHELOT 38100 GRENOBLE,45.177607,5.731447,65.1D
1026,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD RHONE ALPES,3 A 5 3 RUE DE NARVIK 38000 GRENOBLE,45.18292,5.727909,64.19Z
1027,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD RHONE ALPES,AGENCE ENTREP CENTRE ISERE 6 AVENUE LEON ET JOANNY TARDY 38500 VOIRON,45.364692,5.593954,64.19Z
1028,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD RHONE ALPES,15 BOULEVARD EDOUARD REY 38000 GRENOBLE,45.190087,5.7246,64.19Z
1029,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD RHONE ALPES,103 COURS BERRIAT 38000 GRENOBLE,45.1883,5.711394,64.19Z
1030,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL SUD RHONE ALPES,21 AVENUE ALSACE LORRAINE 38000 GRENOBLE,45.189117,5.720897,64.19Z
