,nom_entreprise,adresse,latitude,longitude,activite_principale
0,LA POSTE (DIRECTION GENERALE DE LA POSTE),5003 RUE DE LA RIVE 24130 LE FLEIX,45.2718446,5.6188319,53.10Z
1,ELECTRICITE DE FRANCE (EDF),37 RUE DIDEROT 38000 GRENOBLE,45.191987,5.703432,35.13Z
2,ELECTRICITE DE FRANCE (EDF),11 RUE FELIX ESCLANGON 38000 GRENOBLE,45.191229,5.705265,35.13Z
3,ELECTRICITE DE FRANCE (EDF),5 CHEMIN DES COTES 38360 SASSENAGE,45.208962,5.656548,35.11Z
4,ELECTRICITE DE FRANCE (EDF),ALLEE DE LA HOUILLE BLANCHE 38800 LE PONT-DE-CLAIX,45.110566,5.70517,35.11Z
5,ELECTRICITE DE FRANCE (EDF),21 AVENUE PAUL VAILLANT COUTURIER 38130 ECHIROLLES,45.148979,5.701497,35.11Z
6,ELECTRICITE DE FRANCE (EDF),37 RUE DIDEROT 38000 GRENOBLE,45.191987,5.703432,35.13Z
7,ELECTRICITE DE FRANCE (EDF),RUE DU PROFESSEUR CARNOT 38250 VILLARD-DE-LANS,45.069091,5.554365,35.13Z
8,ELECTRICITE DE FRANCE (EDF),309 RUE JEAN JAURES 38220 VIZILLE,45.076157,5.768577,35.13Z
9,ELECTRICITE DE FRANCE (EDF),1 RUE GENERAL MARCHAND 38000 GRENOBLE,45.189971,5.731562,35.13Z
10,ELECTRICITE DE FRANCE (EDF),ZAC FOND RATEL 24 B RUE DE L’EUROPE 38640 CLAIX,45.122055,5.689171,35.13Z
11,ELIOR RESTAURATION FRANCE,43 AVENUE MARCELIN BERTHELOT 38100 GRENOBLE,45.174185,5.732867,56.29B
12,ELIOR RESTAURATION FRANCE,1 AVENUE D'INNSBRUCK 38100 GRENOBLE,45.158706,5.734115,55.5A
13,ELIOR RESTAURATION FRANCE,ALLEE SAINT EXUPERY 38330 MONTBONNOT-SAINT-MARTIN,45.219306,5.808217,56.29B
14,ELIOR RESTAURATION FRANCE,AVENUE LA BRUYERE 38100 GRENOBLE,45.167319,5.73268,55.5A
15,SOCIETE GENERALE (SOCIETE GENERALE) (SG),4 PLACE VICTOR HUGO 38000 GRENOBLE,45.189496,5.724061,64.19Z
16,SOCIETE GENERALE (SOCIETE GENERALE) (SG),17 RUE GENERAL DE GAULLE 38210 TULLINS,45.297066,5.482731,64.19Z
17,SOCIETE GENERALE (SOCIETE GENERALE) (SG),16 AVENUE DE VERDUN 38240 MEYLAN,45.205978,5.764768,64.19Z
18,SOCIETE GENERALE (SOCIETE GENERALE) (SG),68 COURS JEAN JAURES 38130 ECHIROLLES,45.147126,5.704932,64.19Z
19,SOCIETE GENERALE (SOCIETE GENERALE) (SG),PLACE CHARLES GAUTHIER 38430 MOIRANS,45.326642,5.564512,64.19Z
20,SOCIETE GENERALE (SOCIETE GENERALE) (SG),RES L ABBAYE 43 AVENUE AMBROISE CROIZAT 38600 FONTAINE,45.19496,5.676482,64.19Z
21,SOCIETE GENERALE (SOCIETE GENERALE) (SG),148 AVENUE DE LA REPUBLIQUE 38170 SEYSSINET-PARISET,45.172999,5.696795,64.19Z
22,SOCIETE GENERALE (SOCIETE GENERALE) (SG),49 BOULEVARD JOSEPH VALLIER 38000 GRENOBLE,45.179838,5.707924,64.19Z
23,SOCIETE GENERALE (SOCIETE GENERALE) (SG),1 RUE JEAN PREVOST 38000 GRENOBLE,45.183004,5.716916,64.19Z
24,SOCIETE GENERALE (SOCIETE GENERALE) (SG),32 BOULEVARD MARECHAL LECLERC 38000 GRENOBLE,45.193775,5.735439,64.19Z
25,SNCF RESEAU,10 RUE DES SPORTS 38420 DOMENE,45.196879,5.823275,52.21Z
26,SNCF RESEAU,26 AVENUE DES MARTYRS 38000 GRENOBLE,45.203942,5.7029,52.21Z
27,SNCF RESEAU,6 PLACE ROBERT SCHUMAN 38000 GRENOBLE,45.191393,5.712529,52.21Z
28,SNCF RESEAU,160 CHEMIN DES SEITES 38340 VOREPPE,45.290358,5.632983,52.21Z
29,SNCF RESEAU,AVENUE DE LA GARE 38800 LE PONT-DE-CLAIX,45.124389,5.699824,52.21Z
30,BNP PARIBAS (HELLO BANK!),19 AVENUE DE LA PLAINE FLEURIE 38240 MEYLAN,45.206282,5.757486,64.19Z
31,BNP PARIBAS (HELLO BANK!),3 RUE ALPHAND 38000 GRENOBLE,45.190404,5.73069,64.19Z
32,BNP PARIBAS (HELLO BANK!),41 AVENUE MARECHAL RANDON 38000 GRENOBLE,45.196084,5.735582,64.19Z
33,BNP PARIBAS (HELLO BANK!),1 RUE BERANGER 38000 GRENOBLE,45.187992,5.724382,64.19Z
34,BNP PARIBAS (HELLO BANK!),132 COURS BERRIAT 38000 GRENOBLE,45.188713,5.709185,64.19Z
35,BNP PARIBAS (HELLO BANK!),12 PLACE PAUL MISTRAL 38000 GRENOBLE,45.18378,5.733078,64.19Z
36,BNP PARIBAS (HELLO BANK!),2 AVENUE ALSACE LORRAINE 38000 GRENOBLE,45.189205,5.723172,65.1C
37,BNP PARIBAS (HELLO BANK!),34 AVENUE DANIELLE CASANOVA 38130 ECHIROLLES,45.143458,5.700004,64.19Z
38,BNP PARIBAS (HELLO BANK!),1 RUE REPUBLIQUE 38520 LE BOURG D'OISANS,45.054303,6.029946,64.19Z
39,BNP PARIBAS (HELLO BANK!),6 AVENUE HENRI CHAPAYS 38340 VOREPPE,45.298122,5.635959,64.19Z
40,CROIX ROUGE FRANCAISE (CRF),6 RUE KLEBER 38000 GRENOBLE,45.18425,5.721751,85.3K
41,CROIX ROUGE FRANCAISE (CRF),5 RUE GENEVOISE 38500 VOIRON,45.366891,5.593305,88.99B
42,CROIX ROUGE FRANCAISE (CRF),DELEGATION DEPARTEMENTALE 4 RUE KLEBER 38000 GRENOBLE,45.184339,5.721957,88.99B
43,CROIX ROUGE FRANCAISE (CRF),BAT A 4 RUE KLEBER 38000 GRENOBLE,45.184339,5.721957,80.4C
44,CROIX ROUGE FRANCAISE (CRF),56 AVENUE DE LA REPUBLIQUE 38130 ECHIROLLES,45.14249,5.72916,88.99B
45,CROIX ROUGE FRANCAISE (CRF),4E ETAGE 4 RUE KLEBER 38000 GRENOBLE,45.184339,5.721957,88.99B
46,CROIX ROUGE FRANCAISE (CRF),6 AVENUE AUGUSTE FERRIER 38130 ECHIROLLES,45.145128,5.70744,85.59A
47,CROIX ROUGE FRANCAISE (CRF),131 RUE DE LA TUILERIE 38920 CROLLES,45.274589,5.891428,88.99B
48,CROIX ROUGE FRANCAISE (CRF),66 AVENUE RHIN ET DANUBE 38100 GRENOBLE,45.173162,5.704786,85.42Z
49,ORANGE,ZONE ARTISANALE L HERMITAGE 29200 BREST,45.0937183,6.0682888,61.10Z
50,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),15 RUE PAUL CLAUDEL 38100 GRENOBLE,45.1714,5.733007,55.5C
51,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),RUE JOSEPH CHANRION 38000 GRENOBLE,45.189645,5.736924,55.5C
52,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),2 RUE GEORGES DE MANTEYER 38100 GRENOBLE,45.172809,5.742232,55.5C
53,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),RUE VOLTA 38000 GRENOBLE,45.202686,5.711056,55.5C
54,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),2 RUE DES ALLIES 38100 GRENOBLE,45.169517,5.731114,55.5C
55,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),1 RUE DE LA TERRASSE 38500 VOIRON,45.367157,5.596275,56.29A
56,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),44 RUE DES CIMENTS 38180 SEYSSINS,45.151677,5.688558,55.5C
57,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),AVENUE DU GRANIER 38240 MEYLAN,45.210117,5.785122,56.29A
58,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),158 AVENUE DES MARTYRS 38000 GRENOBLE,45.203942,5.7029,55.5C
59,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),2 CHEMIN DES SOURCES 38240 MEYLAN,45.206132,5.770003,55.5C
60,LIDL (LIDL),10 COURS JEAN JAURES 38130 ECHIROLLES,45.157741,5.707945,47.11D
61,LIDL (LIDL),17 RUE DES GLAIRONS 38400 SAINT-MARTIN-D'HERES,45.186633,5.761848,47.11D
62,LIDL (LIDL),35 RUE CURE BOURSE 38320 EYBENS,45.161339,5.740711,47.11D
63,LIDL (LIDL),3 AVENUE DE ROMANS 38360 SASSENAGE,45.200304,5.668999,47.11D
64,LIDL (LIDL),81 AVENUE DOCTEUR VALOIS 38500 VOIRON,45.356669,5.59365,47.11D
65,LIDL (LIDL),LES AYES AVENUE AMBROISE CROIZAT 38920 CROLLES,45.272753,5.887119,47.11D
66,LIDL (LIDL),6 RUE GEORGE SAND 38500 VOIRON,45.365887,5.586351,47.11D
67,LIDL (LIDL),278 RUE JEAN JAURES 38220 VIZILLE,45.076273,5.768451,47.11D
68,LIDL (LIDL),CD 45 PEILLADOUX 38210 TULLINS,45.29683,5.502806,47.11C
69,LIDL (LIDL),ZAC MISTRAL EAUX CLAIRES 35 B RUE ANATOLE FRANCE 38100 GRENOBLE,45.172303,5.704737,47.11D
70,OGF,7 GRANDE CHARTREUSE 38380 SAINT-LAURENT-DU-PONT,45.386719,5.735824,93.0H
71,OGF,3 PASSAGE DE LA POSTE 38250 VILLARD-DE-LANS,45.071526,5.55198,96.03Z
72,OGF,LE MOLLARD 80 ALLEE DES TILLEULS 38140 RIVES,45.352697,5.496101,96.03Z
73,OGF,16 AVENUE PIERRE BEREGOVOY 38210 TULLINS,45.297787,5.484196,96.03Z
74,OGF,132 AVENUE JEAN JAURES 38500 VOIRON,45.36638,5.58174,96.03Z
75,OGF,MAISONS NEUVES 38210 TULLINS,45.294918,5.485181,96.03Z
76,OGF,RUE SERAPHIN MARTIN 38430 MOIRANS,45.329487,5.564013,96.03Z
77,OGF,102 IMPASSE DE L’’ETOURNEL 38470 L'ALBENC,45.22225,5.446995,96.03Z
78,OGF,LIEU DIT MONTMARTEL RUE SERAPHIN MARTIN 38430 MOIRANS,45.329487,5.564013,96.03Z
79,OGF,71 AVENUE DE LA PATINIERE 38500 VOIRON,45.347988,5.584863,96.03Z
80,SNCF VOYAGEURS,1 PLACE DE LA GARE 38000 GRENOBLE,45.190535,5.715318,49.10Z
81,SNCF VOYAGEURS,6 PLACE ROBERT SCHUMAN 38000 GRENOBLE,45.191393,5.712529,49.10Z
82,SNCF VOYAGEURS,70 AVENUE DES MARTYRS 38000 GRENOBLE,45.20113,5.706608,49.10Z
83,SNCF VOYAGEURS,765 AVENUE CHARLES DE GAULLE 38140 RIVES,45.3583,5.492593,49.10Z
84,SNCF VOYAGEURS,GARE SNCF BRIGNOUD AVENUE ROBERT HUANT 38190 VILLARD-BONNOT,45.26114,5.903499,49.10Z
85,SNCF VOYAGEURS,AVENUE LEON ET JOANNY TARDY 38500 VOIRON,45.364143,5.595371,49.10Z
86,SNCF VOYAGEURS,GARE SNCF AV DE LA GARE 38610 GIERES,45.184469,5.786258,49.10Z
87,SNCF VOYAGEURS,11 RUE DE LA GARE 38950 SAINT-MARTIN-LE-VINOUX,45.212209,5.694627,49.10Z
88,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),18 COURS SENOZAN 38500 VOIRON,45.366011,5.590907,64.19Z
89,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),1 RUE MOLIERE 38000 GRENOBLE,45.18967,5.72515,64.19Z
90,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),23 AVENUE DU GRESIVAUDAN 38240 MEYLAN,45.210559,5.763029,64.19Z
91,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),44 AVENUE ARISTIDE BRIAND 38600 FONTAINE,45.189213,5.695552,64.19Z
92,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),118 AVENUE DE LA REPUBLIQUE 38170 SEYSSINET-PARISET,45.174846,5.696455,64.19Z
93,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),16 RUE DE LA REPUBLIQUE 38430 MOIRANS,45.327583,5.567383,65.1C
94,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),IMM PLEIN SOLEIL 4 RUE GABRIEL DIDIER 38130 ECHIROLLES,45.143492,5.719055,64.19Z
95,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),LA PARC 2 AVENUE ALBERT 1ER DE BELGIQUE 38000 GRENOBLE,45.182193,5.733935,64.19Z
96,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),3 CRS LIBERATION - GEN DE GAULLE 38000 GRENOBLE,45.179979,5.716735,64.19Z
97,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),112 CRS LIBERATION - GEN DE GAULLE 38000 GRENOBLE,45.168499,5.712078,65.1C
98,CARREFOUR PROXIMITE FRANCE,3 PLACE GEORGES BRASSENS 38320 POISAT,45.159193,5.76021,68.20B
99,CARREFOUR PROXIMITE FRANCE,7 AVENUE DU 8 MAI 1945 38130 ECHIROLLES,45.146733,5.717705,68.20B
100,CARREFOUR PROXIMITE FRANCE,18 RUE DE STRASBOURG 38000 GRENOBLE,45.186691,5.73118,68.20B
101,CARREFOUR PROXIMITE FRANCE,47 AVENUE DE CHARTREUSE 38240 MEYLAN,45.217944,5.779063,68.20B
102,CARREFOUR PROXIMITE FRANCE,36 AVENUE DE LA REPUBLIQUE 38520 LE BOURG-D'OISANS,45.055374,6.029806,68.20B
103,CARREFOUR PROXIMITE FRANCE,14 AV GENERAL CHAMPON-17B AU 21 17 AVENUE ALBERT 1ER DE BELGIQUE 38000 GRENOBLE,45.181711,5.731366,68.20B
104,CARREFOUR PROXIMITE FRANCE,11 RUE DES CLERCS 38000 GRENOBLE,45.19193,5.729009,68.20B
105,CARREFOUR PROXIMITE FRANCE,COURS SAINT - ANDRE 38800 LE PONT-DE-CLAIX,45.132564,5.700359,68.20B
106,CARREFOUR PROXIMITE FRANCE,31 COURS JEAN JAURES 38000 GRENOBLE,45.187465,5.719237,68.20B
107,CARREFOUR PROXIMITE FRANCE,PARC D'ACTIVITE DES BLANCHISSERIES 6 RUE LOUIS LEPRINCE-RINGUET 38500 VOIRON,45.383244,5.577596,47.11D
108,MCDONALD'S FRANCE,RN 89 LES FAURIES 24120 TERRASSON LAVILLEDIEU,44.9346885,5.6503409,68.20B
109,LE SOUVENIR FRANCAIS,11 BOULEVARD JEAN PAIN 38000 GRENOBLE,45.186436,5.736047,94.99Z
110,LE SOUVENIR FRANCAIS,COMITE DE ROMANCHE-OISANS 1 RUE HUMBERT 38520 LE BOURG-D'OISANS,45.050109,6.028782,94.99Z
111,LE SOUVENIR FRANCAIS,COMITE DE DOMENE PLACE STALINGRAD 38420 DOMENE,45.20184,5.839106,94.99Z
112,LE SOUVENIR FRANCAIS,COMITE PAYS VINOIS-CHAMBARANS-VERCORS 7 PLACE DE L'HOTEL DE VILLE 38470 VINAY,45.210499,5.403871,94.99Z
113,LE SOUVENIR FRANCAIS,COMITE DE VIF 5 PLACE DE LA LIBERATION 38450 VIF,45.055945,5.668869,94.99Z
114,LE SOUVENIR FRANCAIS,COMITE VOIRON - RIVES 12 RUE MAINSSIEUX 38500 VOIRON,45.362903,5.591484,94.99Z
115,LE SOUVENIR FRANCAIS,1 PLACE DE LA MAIRIE 38380 SAINT-LAURENT-DU-PONT,45.387856,5.734651,94.99Z
116,SOGERES (SOGERES),129 AVENUE PROFESSEUR NOBECOURT 38250 VILLARD-DE-LANS,45.068637,5.552049,55.5C
117,SOGERES (SOGERES),MAISON DE L'ENFANCE LE BELVEDERE 1 CHEMIN DE L’EGLISE 38700 CORENC,45.219791,5.763197,56.29B
118,SOGERES (SOGERES),LES PETITS CHAPERONS ROUGES DE EYBENS 4 RUE ROLAND GARROS 38320 EYBENS,45.158762,5.738471,56.29B
119,SOGERES (SOGERES),ZI CENTRE ALPES 1343 RUE ARISTIDE BERGES 38340 VOREPPE,45.315594,5.602489,56.29B
120,SOGERES (SOGERES),ECOLE PUPILLES DE L'AIR 2 ALLEE SAINT EXUPERY 38330 MONTBONNOT-SAINT-MARTIN,45.219306,5.808217,56.29B
121,SOGERES (SOGERES),PETITES SOEURS DES PAUVRES 117 GRANDE RUE 38700 LA TRONCHE,45.203482,5.736416,56.29A
122,SOGERES (SOGERES),21 RUE FREDERIC MISTRAL 38400 SAINT-MARTIN-D'HERES,45.182111,5.769036,56.29A
123,SOGERES (SOGERES),CAMPUS ISERAN ATOS 3 RUE DE PROVENCE 38130 ECHIROLLES,45.15337,5.722758,56.29A
124,SOGERES (SOGERES),14 RUE PAUL LANGEVIN 38400 SAINT-MARTIN-D'HERES,45.178996,5.752979,56.29A
125,SOGERES (SOGERES),17 RUE DU MAIL 38500 VOIRON,45.364297,5.591989,56.29A
126,ENEDIS,BOULEVARD FRANKLIN ROOSEVELT 38500 VOIRON,45.361687,5.594525,35.13Z
127,ENEDIS,309 RUE JEAN JAURES 38220 VIZILLE,45.076157,5.768577,35.13Z
128,ENEDIS,ROUTE DE CORRENCON 38250 VILLARD-DE-LANS,45.055194,5.545196,35.13Z
129,ENEDIS,30 AVENUE DE LA CONTAMINE 38210 TULLINS,45.300447,5.489338,35.13Z
130,ENEDIS,16 AVENUE DE L'ILE BRUNE 38120 SAINT-EGREVE,45.229573,5.670354,35.13Z
131,ENEDIS,44 AVENUE DE LA REPUBLIQUE 38170 SEYSSINET-PARISET,45.183066,5.697033,35.13Z
132,ENEDIS,GRANDE RUE 38650 MONESTIER-DE-CLERMONT,44.922132,5.638861,35.13Z
133,ENEDIS,CHEMIN DEPARTEMENTAL 38660 LE TOUVET,45.366893,5.945495,35.13Z
134,ENEDIS,578 ROUTE DE L'ALPE D'HUEZ 38520 LE BOURG-D'OISANS,45.0646,6.03953,35.13Z
135,ENEDIS,11 RUE FELIX ESCLANGON 38000 GRENOBLE,45.191229,5.705265,35.13Z
136,PICARD SURGELES (PICARD),ESPACE COMBOIRE RUE DU DRAC 38130 ECHIROLLES,45.146835,5.691659,47.11A
137,PICARD SURGELES (PICARD),77 AVENUE DU GRESIVAUDAN 38240 MEYLAN,45.207079,5.755089,47.11A
138,PICARD SURGELES (PICARD),10 RUE LESDIGUIERES 38000 GRENOBLE,45.187977,5.729332,47.11A
139,PICARD SURGELES (PICARD),26 BOULEVARD DENFERT-ROCHEREAU 38500 VOIRON,45.359682,5.592507,47.11A
140,PICARD SURGELES (PICARD),CC CARREFOUR ZAC LES ILES 38120 SAINT-EGREVE,45.239874,5.661278,47.11A
141,PICARD SURGELES (PICARD),82 A-84 82 COURS JEAN JAURES 38000 GRENOBLE,45.184998,5.717659,47.11A
142,PICARD SURGELES (PICARD),13 AV DU GENERAL CHAMPON 14 AVENUE ALBERT 1ER DE BELGIQUE 38000 GRENOBLE,45.182195,5.732161,47.11A
143,PICARD SURGELES (PICARD),846 AVENUE AMBROISE CROIZAT 38920 CROLLES,45.270609,5.88984,47.11A
144,PICARD SURGELES (PICARD),34 AVENUE JEAN JAURES 38320 EYBENS,45.163574,5.743223,47.11A
145,PICARD SURGELES (PICARD),90 AVENUE GABRIEL PERI 38400 SAINT-MARTIN-D'HERES,45.185693,5.760817,47.11A
146,FRANCE TRAVAIL,IM L HORLOGE 12 ALLEE DE L’ATRIUM 38640 CLAIX,45.120308,5.690266,84.13Z
147,FRANCE TRAVAIL,ECHIROLLES 14 AVENUE AUGUSTE FERRIER 38130 ECHIROLLES,45.145286,5.706757,84.13Z
148,FRANCE TRAVAIL,72 A 74 72 MAIL MARCEL CACHIN 38600 FONTAINE,45.19253,5.687498,84.13Z
149,FRANCE TRAVAIL,62 RUE EMILE GUEYMARD 38000 GRENOBLE,45.194969,5.713788,84.13Z
150,FRANCE TRAVAIL,IMMEUBLE LE TRIDENT 34 AVENUE DE L'EUROPE 38100 GRENOBLE,45.159682,5.732513,84.13Z
151,FRANCE TRAVAIL,2 ALLEE DES MITAILLERES 38240 MEYLAN,45.206421,5.767958,84.13Z
152,FRANCE TRAVAIL,30 A 32/SAINT MARTIN D'HERES 30 PLACE DE LA TRIADE 38400 SAINT-MARTIN-D'HERES,45.170252,5.752274,84.13Z
153,FRANCE TRAVAIL,98 COURS BECQUART CASTELBON 38500 VOIRON,45.360849,5.590531,84.13Z
154,API RESTAURATION,2 AVENUE DE VIGNATE 38610 GIERES,45.189671,5.780444,56.29A
155,API RESTAURATION,RUE CHARLES MOREL 38420 DOMENE,45.200228,5.820529,56.29A
156,API RESTAURATION,CUISINE CENTRALE 41 ROUTE DU PAVILLON 38760 VARCES-ALLIERES-ET-RISSET,45.103779,5.684485,56.29B
157,API RESTAURATION,725 RUE ARISTIDE BERGES 38340 VOREPPE,45.312458,5.608954,56.29A
158,API RESTAURATION,4 AVENUE DU GENERAL DE GAULLE 38320 EYBENS,45.159914,5.739759,56.29B
159,API RESTAURATION,71 AVENUE DES MARTYRS 38000 GRENOBLE,45.208191,5.696166,56.29B
160,API RESTAURATION,8 PLACE DE SFAX 38000 GRENOBLE,45.195397,5.711546,56.29A
161,API RESTAURATION,1 RUE DES GLAIRONS LES QUARTELES 38610 GIERES,45.188441,5.783566,56.29A
162,API RESTAURATION,2 RUE FRANCOIS BLUMET 38360 SASSENAGE,45.20829,5.679066,56.29A
163,API RESTAURATION,118 AVENUE DE L’EYGALA 38700 CORENC,45.212369,5.758082,56.29A
164,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),13 RUE DE LA CONDAMINE 38610 GIERES,45.185641,5.7792,55.5C
165,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),RUE CAPITAINE BELMONT 38100 GRENOBLE,45.165184,5.712635,56.29A
166,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),TEISSEIRE 38920 CROLLES,45.273222,5.873784,55.5C
167,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),8 RUE FREDERIC MISTRAL 38400 SAINT-MARTIN-D'HERES,45.182089,5.768545,55.5C
168,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),USINE PROGIL 38800 LE PONT-DE-CLAIX,45.12828,5.695426,56.29A
169,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),MERLIN GERIN AVENUE DES MARTYRS 38000 GRENOBLE,45.203942,5.7029,55.5A
170,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),CENG 41 AVENUE DES MARTYRS 38000 GRENOBLE,45.203942,5.7029,55.5A
171,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),RISSET 38760 VARCES-ALLIERES-ET-RISSET,45.089405,5.676032,56.29A
172,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),PARC KARL MARX 38600 FONTAINE,45.1834585,5.6881704,55.5A
173,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),LE DAUPHINE LIBERE LD LES ISLES 38113 VEUREY-VOROIZE,45.261695,5.623263,55.5A
174,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",GARE SNCF PDV 340471 1 PLACE DE LA GARE 38000 GRENOBLE,45.190535,5.715318,47.62Z
175,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",KIOSQUE TABAC GARE 340505 PLACE DE LA GARE 38000 GRENOBLE,45.190535,5.715318,52.2L
176,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",BP 217 HALL BELLEDONE LA TRONCHE / HOPITAL SABLONS1 RELAIS H BOULEVARD DE LA CHANTOURNE 38700 LA TRONCHE,45.196799,5.750745,47.62Z
177,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",KIOSQUE 383315 MICHALLON 2 BOULEVARD DE LA CHANTOURNE 38700 LA TRONCHE,45.196799,5.750745,52.4R
178,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",KIOSQ-CAFET-PRESSE 385393 CMC LES PETITES ROCHES 38660 PLATEAU-DES-PETITES-ROCHES,45.32657,5.901073,47.62Z
179,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",HOPITAL MICHALLON GRENOBLE BOULEVARD DE LA CHANTOURNE 38700 LA TRONCHE,45.196799,5.750745,52.4R
180,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",HOPITAL MICHALLON BOULEVARD DE LA CHANTOURNE 38700 LA TRONCHE,45.196799,5.750745,56.10B
181,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",HOPITAL DE GRENOBLE SUD AVENUE DE GRUGLIASCO 38130 ECHIROLLES,45.149887,5.717511,47.62Z
182,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",PDV 387787 - HALL GARE ROUTIERE 13 PLACE DE LA GARE 38000 GRENOBLE,45.190535,5.715318,56.10C
183,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",PDV 387977-HOPITAL NORD COUPLE ENFANT QUAI YERMOLOFF 38700 LA TRONCHE,45.202421,5.739049,56.10C
184,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),25 AVENUE DES MARTYRS 38000 GRENOBLE,45.203627,5.700044,72.20Z
185,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),53 AVENUE DES MARTYRS 38000 GRENOBLE,45.205537,5.697267,72.20Z
186,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),DOMAINE DE LA MUCI PLACE DE L'EGLISE 38700 LA TRONCHE,45.205426,5.744092,72.20Z
187,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),DOM UNIVERSITAIRE VOIE 6 38400 SAINT MARTIN D'HERES,45.189349,5.771167,72.20Z
188,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),RUE DE LA PISCINE 38400 SAINT-MARTIN-D'HERES,45.194065,5.762338,72.20Z
189,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),53 AVENUE DES MARTYRS 38000 GRENOBLE,45.205537,5.697267,72.19Z
190,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),54 RUE MOLIERE 38400 SAINT-MARTIN-D'HERES,45.193307,5.75906,72.19Z
191,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),25 AVENUE DES MARTYRS 38000 GRENOBLE,45.203627,5.700044,72.11Z
