,nom,adresse,siren
0,LA POSTE (DIRECTION GENERALE DE LA POSTE),5003 RUE DE LA RIVE 24130 LE FLEIX,356000000
1,ELECTRICITE DE FRANCE (EDF),37 RUE DIDEROT 38000 GRENOBLE,552081317
2,ELECTRICITE DE FRANCE (EDF),11 RUE FELIX ESCLANGON 38000 GRENOBLE,552081317
3,ELECTRICITE DE FRANCE (EDF),5 CHEMIN DES COTES 38360 SASSENAGE,552081317
4,ELECTRICITE DE FRANCE (EDF),ALLEE DE LA HOUILLE BLANCHE 38800 LE PONT-DE-CLAIX,552081317
5,ELECTRICITE DE FRANCE (EDF),21 AVENUE PAUL VAILLANT COUTURIER 38130 ECHIROLLES,552081317
6,ELECTRICITE DE FRANCE (EDF),37 RUE DIDEROT 38000 GRENOBLE,552081317
7,ELECTRICITE DE FRANCE (EDF),RUE DU PROFESSEUR CARNOT 38250 VILLARD-DE-LANS,552081317
8,ELECTRICITE DE FRANCE (EDF),309 RUE JEAN JAURES 38220 VIZILLE,552081317
9,ELECTRICITE DE FRANCE (EDF),1 RUE GENERAL MARCHAND 38000 GRENOBLE,552081317
10,ELECTRICITE DE FRANCE (EDF),ZAC FOND RATEL 24 B RUE DE L’EUROPE 38640 CLAIX,552081317
11,ELIOR RESTAURATION FRANCE,43 AVENUE MARCELIN BERTHELOT 38100 GRENOBLE,662025196
12,ELIOR RESTAURATION FRANCE,1 AVENUE D'INNSBRUCK 38100 GRENOBLE,662025196
13,ELIOR RESTAURATION FRANCE,ALLEE SAINT EXUPERY 38330 MONTBONNOT-SAINT-MARTIN,662025196
14,ELIOR RESTAURATION FRANCE,AVENUE LA BRUYERE 38100 GRENOBLE,662025196
15,SOCIETE GENERALE (SOCIETE GENERALE) (SG),4 PLACE VICTOR HUGO 38000 GRENOBLE,552120222
16,SOCIETE GENERALE (SOCIETE GENERALE) (SG),17 RUE GENERAL DE GAULLE 38210 TULLINS,552120222
17,SOCIETE GENERALE (SOCIETE GENERALE) (SG),16 AVENUE DE VERDUN 38240 MEYLAN,552120222
18,SOCIETE GENERALE (SOCIETE GENERALE) (SG),68 COURS JEAN JAURES 38130 ECHIROLLES,552120222
19,SOCIETE GENERALE (SOCIETE GENERALE) (SG),PLACE CHARLES GAUTHIER 38430 MOIRANS,552120222
20,SOCIETE GENERALE (SOCIETE GENERALE) (SG),RES L ABBAYE 43 AVENUE AMBROISE CROIZAT 38600 FONTAINE,552120222
21,SOCIETE GENERALE (SOCIETE GENERALE) (SG),148 AVENUE DE LA REPUBLIQUE 38170 SEYSSINET-PARISET,552120222
22,SOCIETE GENERALE (SOCIETE GENERALE) (SG),49 BOULEVARD JOSEPH VALLIER 38000 GRENOBLE,552120222
23,SOCIETE GENERALE (SOCIETE GENERALE) (SG),1 RUE JEAN PREVOST 38000 GRENOBLE,552120222
24,SOCIETE GENERALE (SOCIETE GENERALE) (SG),32 BOULEVARD MARECHAL LECLERC 38000 GRENOBLE,552120222
25,SNCF RESEAU,10 RUE DES SPORTS 38420 DOMENE,412280737
26,SNCF RESEAU,26 AVENUE DES MARTYRS 38000 GRENOBLE,412280737
27,SNCF RESEAU,6 PLACE ROBERT SCHUMAN 38000 GRENOBLE,412280737
28,SNCF RESEAU,160 CHEMIN DES SEITES 38340 VOREPPE,412280737
29,SNCF RESEAU,AVENUE DE LA GARE 38800 LE PONT-DE-CLAIX,412280737
30,BNP PARIBAS (HELLO BANK!),19 AVENUE DE LA PLAINE FLEURIE 38240 MEYLAN,662042449
31,BNP PARIBAS (HELLO BANK!),3 RUE ALPHAND 38000 GRENOBLE,662042449
32,BNP PARIBAS (HELLO BANK!),41 AVENUE MARECHAL RANDON 38000 GRENOBLE,662042449
33,BNP PARIBAS (HELLO BANK!),1 RUE BERANGER 38000 GRENOBLE,662042449
34,BNP PARIBAS (HELLO BANK!),132 COURS BERRIAT 38000 GRENOBLE,662042449
35,BNP PARIBAS (HELLO BANK!),12 PLACE PAUL MISTRAL 38000 GRENOBLE,662042449
36,BNP PARIBAS (HELLO BANK!),2 AVENUE ALSACE LORRAINE 38000 GRENOBLE,662042449
37,BNP PARIBAS (HELLO BANK!),34 AVENUE DANIELLE CASANOVA 38130 ECHIROLLES,662042449
38,BNP PARIBAS (HELLO BANK!),1 RUE REPUBLIQUE 38520 LE BOURG D'OISANS,662042449
39,BNP PARIBAS (HELLO BANK!),6 AVENUE HENRI CHAPAYS 38340 VOREPPE,662042449
40,CROIX ROUGE FRANCAISE (CRF),6 RUE KLEBER 38000 GRENOBLE,775672272
41,CROIX ROUGE FRANCAISE (CRF),5 RUE GENEVOISE 38500 VOIRON,775672272
42,CROIX ROUGE FRANCAISE (CRF),DELEGATION DEPARTEMENTALE 4 RUE KLEBER 38000 GRENOBLE,775672272
43,CROIX ROUGE FRANCAISE (CRF),BAT A 4 RUE KLEBER 38000 GRENOBLE,775672272
44,CROIX ROUGE FRANCAISE (CRF),56 AVENUE DE LA REPUBLIQUE 38130 ECHIROLLES,775672272
45,CROIX ROUGE FRANCAISE (CRF),4E ETAGE 4 RUE KLEBER 38000 GRENOBLE,775672272
46,CROIX ROUGE FRANCAISE (CRF),6 AVENUE AUGUSTE FERRIER 38130 ECHIROLLES,775672272
47,CROIX ROUGE FRANCAISE (CRF),131 RUE DE LA TUILERIE 38920 CROLLES,775672272
48,CROIX ROUGE FRANCAISE (CRF),66 AVENUE RHIN ET DANUBE 38100 GRENOBLE,775672272
49,ORANGE,ZONE ARTISANALE L HERMITAGE 29200 BREST,380129866
50,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),15 RUE PAUL CLAUDEL 38100 GRENOBLE,632041042
51,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),RUE JOSEPH CHANRION 38000 GRENOBLE,632041042
52,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),2 RUE GEORGES DE MANTEYER 38100 GRENOBLE,632041042
53,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),RUE VOLTA 38000 GRENOBLE,632041042
54,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),2 RUE DES ALLIES 38100 GRENOBLE,632041042
55,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),1 RUE DE LA TERRASSE 38500 VOIRON,632041042
56,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),44 RUE DES CIMENTS 38180 SEYSSINS,632041042
57,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),AVENUE DU GRANIER 38240 MEYLAN,632041042
58,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),158 AVENUE DES MARTYRS 38000 GRENOBLE,632041042
59,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),2 CHEMIN DES SOURCES 38240 MEYLAN,632041042
60,LIDL (LIDL),10 COURS JEAN JAURES 38130 ECHIROLLES,343262622
61,LIDL (LIDL),17 RUE DES GLAIRONS 38400 SAINT-MARTIN-D'HERES,343262622
62,LIDL (LIDL),35 RUE CURE BOURSE 38320 EYBENS,343262622
63,LIDL (LIDL),3 AVENUE DE ROMANS 38360 SASSENAGE,343262622
64,LIDL (LIDL),81 AVENUE DOCTEUR VALOIS 38500 VOIRON,343262622
65,LIDL (LIDL),LES AYES AVENUE AMBROISE CROIZAT 38920 CROLLES,343262622
66,LIDL (LIDL),6 RUE GEORGE SAND 38500 VOIRON,343262622
67,LIDL (LIDL),278 RUE JEAN JAURES 38220 VIZILLE,343262622
68,LIDL (LIDL),CD 45 PEILLADOUX 38210 TULLINS,343262622
69,LIDL (LIDL),ZAC MISTRAL EAUX CLAIRES 35 B RUE ANATOLE FRANCE 38100 GRENOBLE,343262622
70,OGF,7 GRANDE CHARTREUSE 38380 SAINT-LAURENT-DU-PONT,542076799
71,OGF,3 PASSAGE DE LA POSTE 38250 VILLARD-DE-LANS,542076799
72,OGF,LE MOLLARD 80 ALLEE DES TILLEULS 38140 RIVES,542076799
73,OGF,16 AVENUE PIERRE BEREGOVOY 38210 TULLINS,542076799
74,OGF,132 AVENUE JEAN JAURES 38500 VOIRON,542076799
75,OGF,MAISONS NEUVES 38210 TULLINS,542076799
76,OGF,RUE SERAPHIN MARTIN 38430 MOIRANS,542076799
77,OGF,102 IMPASSE DE L’’ETOURNEL 38470 L'ALBENC,542076799
78,OGF,LIEU DIT MONTMARTEL RUE SERAPHIN MARTIN 38430 MOIRANS,542076799
79,OGF,71 AVENUE DE LA PATINIERE 38500 VOIRON,542076799
80,SNCF VOYAGEURS,1 PLACE DE LA GARE 38000 GRENOBLE,519037584
81,SNCF VOYAGEURS,6 PLACE ROBERT SCHUMAN 38000 GRENOBLE,519037584
82,SNCF VOYAGEURS,70 AVENUE DES MARTYRS 38000 GRENOBLE,519037584
83,SNCF VOYAGEURS,765 AVENUE CHARLES DE GAULLE 38140 RIVES,519037584
84,SNCF VOYAGEURS,GARE SNCF BRIGNOUD AVENUE ROBERT HUANT 38190 VILLARD-BONNOT,519037584
85,SNCF VOYAGEURS,AVENUE LEON ET JOANNY TARDY 38500 VOIRON,519037584
86,SNCF VOYAGEURS,GARE SNCF AV DE LA GARE 38610 GIERES,519037584
87,SNCF VOYAGEURS,11 RUE DE LA GARE 38950 SAINT-MARTIN-LE-VINOUX,519037584
88,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),18 COURS SENOZAN 38500 VOIRON,954509741
89,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),1 RUE MOLIERE 38000 GRENOBLE,954509741
90,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),23 AVENUE DU GRESIVAUDAN 38240 MEYLAN,954509741
91,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),44 AVENUE ARISTIDE BRIAND 38600 FONTAINE,954509741
92,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),118 AVENUE DE LA REPUBLIQUE 38170 SEYSSINET-PARISET,954509741
93,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),16 RUE DE LA REPUBLIQUE 38430 MOIRANS,954509741
94,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),IMM PLEIN SOLEIL 4 RUE GABRIEL DIDIER 38130 ECHIROLLES,954509741
95,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),LA PARC 2 AVENUE ALBERT 1ER DE BELGIQUE 38000 GRENOBLE,954509741
96,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),3 CRS LIBERATION - GEN DE GAULLE 38000 GRENOBLE,954509741
97,CREDIT LYONNAIS (LCL - LE CREDIT LYONNAIS) (LCL),112 CRS LIBERATION - GEN DE GAULLE 38000 GRENOBLE,954509741
98,CARREFOUR PROXIMITE FRANCE,3 PLACE GEORGES BRASSENS 38320 POISAT,345130488
99,CARREFOUR PROXIMITE FRANCE,7 AVENUE DU 8 MAI 1945 38130 ECHIROLLES,345130488
100,CARREFOUR PROXIMITE FRANCE,18 RUE DE STRASBOURG 38000 GRENOBLE,345130488
101,CARREFOUR PROXIMITE FRANCE,47 AVENUE DE CHARTREUSE 38240 MEYLAN,345130488
102,CARREFOUR PROXIMITE FRANCE,36 AVENUE DE LA REPUBLIQUE 38520 LE BOURG-D'OISANS,345130488
103,CARREFOUR PROXIMITE FRANCE,14 AV GENERAL CHAMPON-17B AU 21 17 AVENUE ALBERT 1ER DE BELGIQUE 38000 GRENOBLE,345130488
104,CARREFOUR PROXIMITE FRANCE,11 RUE DES CLERCS 38000 GRENOBLE,345130488
105,CARREFOUR PROXIMITE FRANCE,COURS SAINT - ANDRE 38800 LE PONT-DE-CLAIX,345130488
106,CARREFOUR PROXIMITE FRANCE,31 COURS JEAN JAURES 38000 GRENOBLE,345130488
107,CARREFOUR PROXIMITE FRANCE,PARC D'ACTIVITE DES BLANCHISSERIES 6 RUE LOUIS LEPRINCE-RINGUET 38500 VOIRON,345130488
108,MCDONALD'S FRANCE,RN 89 LES FAURIES 24120 TERRASSON LAVILLEDIEU,722003936
109,LE SOUVENIR FRANCAIS,11 BOULEVARD JEAN PAIN 38000 GRENOBLE,775676182
110,LE SOUVENIR FRANCAIS,COMITE DE ROMANCHE-OISANS 1 RUE HUMBERT 38520 LE BOURG-D'OISANS,775676182
111,LE SOUVENIR FRANCAIS,COMITE DE DOMENE PLACE STALINGRAD 38420 DOMENE,775676182
112,LE SOUVENIR FRANCAIS,COMITE PAYS VINOIS-CHAMBARANS-VERCORS 7 PLACE DE L'HOTEL DE VILLE 38470 VINAY,775676182
113,LE SOUVENIR FRANCAIS,COMITE DE VIF 5 PLACE DE LA LIBERATION 38450 VIF,775676182
114,LE SOUVENIR FRANCAIS,COMITE VOIRON - RIVES 12 RUE MAINSSIEUX 38500 VOIRON,775676182
115,LE SOUVENIR FRANCAIS,1 PLACE DE LA MAIRIE 38380 SAINT-LAURENT-DU-PONT,775676182
116,SOGERES (SOGERES),129 AVENUE PROFESSEUR NOBECOURT 38250 VILLARD-DE-LANS,572102176
117,SOGERES (SOGERES),MAISON DE L'ENFANCE LE BELVEDERE 1 CHEMIN DE L’EGLISE 38700 CORENC,572102176
118,SOGERES (SOGERES),LES PETITS CHAPERONS ROUGES DE EYBENS 4 RUE ROLAND GARROS 38320 EYBENS,572102176
119,SOGERES (SOGERES),ZI CENTRE ALPES 1343 RUE ARISTIDE BERGES 38340 VOREPPE,572102176
120,SOGERES (SOGERES),ECOLE PUPILLES DE L'AIR 2 ALLEE SAINT EXUPERY 38330 MONTBONNOT-SAINT-MARTIN,572102176
121,SOGERES (SOGERES),PETITES SOEURS DES PAUVRES 117 GRANDE RUE 38700 LA TRONCHE,572102176
122,SOGERES (SOGERES),21 RUE FREDERIC MISTRAL 38400 SAINT-MARTIN-D'HERES,572102176
123,SOGERES (SOGERES),CAMPUS ISERAN ATOS 3 RUE DE PROVENCE 38130 ECHIROLLES,572102176
124,SOGERES (SOGERES),14 RUE PAUL LANGEVIN 38400 SAINT-MARTIN-D'HERES,572102176
125,SOGERES (SOGERES),17 RUE DU MAIL 38500 VOIRON,572102176
126,ENEDIS,BOULEVARD FRANKLIN ROOSEVELT 38500 VOIRON,444608442
127,ENEDIS,309 RUE JEAN JAURES 38220 VIZILLE,444608442
128,ENEDIS,ROUTE DE CORRENCON 38250 VILLARD-DE-LANS,444608442
129,ENEDIS,30 AVENUE DE LA CONTAMINE 38210 TULLINS,444608442
130,ENEDIS,16 AVENUE DE L'ILE BRUNE 38120 SAINT-EGREVE,444608442
131,ENEDIS,44 AVENUE DE LA REPUBLIQUE 38170 SEYSSINET-PARISET,444608442
132,ENEDIS,GRANDE RUE 38650 MONESTIER-DE-CLERMONT,444608442
133,ENEDIS,CHEMIN DEPARTEMENTAL 38660 LE TOUVET,444608442
134,ENEDIS,578 ROUTE DE L'ALPE D'HUEZ 38520 LE BOURG-D'OISANS,444608442
135,ENEDIS,11 RUE FELIX ESCLANGON 38000 GRENOBLE,444608442
136,PICARD SURGELES (PICARD),ESPACE COMBOIRE RUE DU DRAC 38130 ECHIROLLES,784939688
137,PICARD SURGELES (PICARD),77 AVENUE DU GRESIVAUDAN 38240 MEYLAN,784939688
138,PICARD SURGELES (PICARD),10 RUE LESDIGUIERES 38000 GRENOBLE,784939688
139,PICARD SURGELES (PICARD),26 BOULEVARD DENFERT-ROCHEREAU 38500 VOIRON,784939688
140,PICARD SURGELES (PICARD),CC CARREFOUR ZAC LES ILES 38120 SAINT-EGREVE,784939688
141,PICARD SURGELES (PICARD),82 A-84 82 COURS JEAN JAURES 38000 GRENOBLE,784939688
142,PICARD SURGELES (PICARD),13 AV DU GENERAL CHAMPON 14 AVENUE ALBERT 1ER DE BELGIQUE 38000 GRENOBLE,784939688
143,PICARD SURGELES (PICARD),846 AVENUE AMBROISE CROIZAT 38920 CROLLES,784939688
144,PICARD SURGELES (PICARD),34 AVENUE JEAN JAURES 38320 EYBENS,784939688
145,PICARD SURGELES (PICARD),90 AVENUE GABRIEL PERI 38400 SAINT-MARTIN-D'HERES,784939688
146,FRANCE TRAVAIL,IM L HORLOGE 12 ALLEE DE L’ATRIUM 38640 CLAIX,130005481
147,FRANCE TRAVAIL,ECHIROLLES 14 AVENUE AUGUSTE FERRIER 38130 ECHIROLLES,130005481
148,FRANCE TRAVAIL,72 A 74 72 MAIL MARCEL CACHIN 38600 FONTAINE,130005481
149,FRANCE TRAVAIL,62 RUE EMILE GUEYMARD 38000 GRENOBLE,130005481
150,FRANCE TRAVAIL,IMMEUBLE LE TRIDENT 34 AVENUE DE L'EUROPE 38100 GRENOBLE,130005481
151,FRANCE TRAVAIL,2 ALLEE DES MITAILLERES 38240 MEYLAN,130005481
152,FRANCE TRAVAIL,30 A 32/SAINT MARTIN D'HERES 30 PLACE DE LA TRIADE 38400 SAINT-MARTIN-D'HERES,130005481
153,FRANCE TRAVAIL,98 COURS BECQUART CASTELBON 38500 VOIRON,130005481
154,API RESTAURATION,2 AVENUE DE VIGNATE 38610 GIERES,477181010
155,API RESTAURATION,RUE CHARLES MOREL 38420 DOMENE,477181010
156,API RESTAURATION,CUISINE CENTRALE 41 ROUTE DU PAVILLON 38760 VARCES-ALLIERES-ET-RISSET,477181010
157,API RESTAURATION,725 RUE ARISTIDE BERGES 38340 VOREPPE,477181010
158,API RESTAURATION,4 AVENUE DU GENERAL DE GAULLE 38320 EYBENS,477181010
159,API RESTAURATION,71 AVENUE DES MARTYRS 38000 GRENOBLE,477181010
160,API RESTAURATION,8 PLACE DE SFAX 38000 GRENOBLE,477181010
161,API RESTAURATION,1 RUE DES GLAIRONS LES QUARTELES 38610 GIERES,477181010
162,API RESTAURATION,2 RUE FRANCOIS BLUMET 38360 SASSENAGE,477181010
163,API RESTAURATION,118 AVENUE DE L’EYGALA 38700 CORENC,477181010
164,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),13 RUE DE LA CONDAMINE 38610 GIERES,338253230
165,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),RUE CAPITAINE BELMONT 38100 GRENOBLE,338253230
166,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),TEISSEIRE 38920 CROLLES,338253230
167,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),8 RUE FREDERIC MISTRAL 38400 SAINT-MARTIN-D'HERES,338253230
168,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),USINE PROGIL 38800 LE PONT-DE-CLAIX,338253230
169,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),MERLIN GERIN AVENUE DES MARTYRS 38000 GRENOBLE,338253230
170,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),CENG 41 AVENUE DES MARTYRS 38000 GRENOBLE,338253230
171,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),RISSET 38760 VARCES-ALLIERES-ET-RISSET,338253230
172,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),PARC KARL MARX 38600 FONTAINE,338253230
173,SODEXO ENTREPRISES (SODEXO ENTREPRISES ADMINISTRATIONS),LE DAUPHINE LIBERE LD LES ISLES 38113 VEUREY-VOROIZE,338253230
174,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",GARE SNCF PDV 340471 1 PLACE DE LA GARE 38000 GRENOBLE,542095336
175,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",KIOSQUE TABAC GARE 340505 PLACE DE LA GARE 38000 GRENOBLE,542095336
176,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",BP 217 HALL BELLEDONE LA TRONCHE / HOPITAL SABLONS1 RELAIS H BOULEVARD DE LA CHANTOURNE 38700 LA TRONCHE,542095336
177,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",KIOSQUE 383315 MICHALLON 2 BOULEVARD DE LA CHANTOURNE 38700 LA TRONCHE,542095336
178,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",KIOSQ-CAFET-PRESSE 385393 CMC LES PETITES ROCHES 38660 PLATEAU-DES-PETITES-ROCHES,542095336
179,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",HOPITAL MICHALLON GRENOBLE BOULEVARD DE LA CHANTOURNE 38700 LA TRONCHE,542095336
180,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",HOPITAL MICHALLON BOULEVARD DE LA CHANTOURNE 38700 LA TRONCHE,542095336
181,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",HOPITAL DE GRENOBLE SUD AVENUE DE GRUGLIASCO 38130 ECHIROLLES,542095336
182,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",PDV 387787 - HALL GARE ROUTIERE 13 PLACE DE LA GARE 38000 GRENOBLE,542095336
183,"LAGARDERE TRAVEL RETAIL FRANCE (COFEC - RELAY, RELAY STORE, RELAY SHOP, RELAY WEB, RELAY INTERNATIONAL)",PDV 387977-HOPITAL NORD COUPLE ENFANT QUAI YERMOLOFF 38700 LA TRONCHE,542095336
184,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),25 AVENUE DES MARTYRS 38000 GRENOBLE,180089013
185,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),53 AVENUE DES MARTYRS 38000 GRENOBLE,180089013
186,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),DOMAINE DE LA MUCI PLACE DE L'EGLISE 38700 LA TRONCHE,180089013
187,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),DOM UNIVERSITAIRE VOIE 6 38400 SAINT MARTIN D'HERES,180089013
188,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),RUE DE LA PISCINE 38400 SAINT-MARTIN-D'HERES,180089013
189,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),53 AVENUE DES MARTYRS 38000 GRENOBLE,180089013
190,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),54 RUE MOLIERE 38400 SAINT-MARTIN-D'HERES,180089013
191,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),25 AVENUE DES MARTYRS 38000 GRENOBLE,180089013
192,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),DOM UNIVERSITAIRE -BAT OBSERVATOIRE 414 RUE DE LA PISCINE 38400 SAINT-MARTIN-D'HERES,180089013
193,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),DOM UNIVERSITAIRE MAISON GEOSCIENCES 1381 RUE DE LA PISCINE 38610 GIERES,180089013
194,ENGIE (ENGIE),794 AVENUE JEAN JAURES 38140 RIVES,542107651
195,ENGIE (ENGIE),ZONE D'ACTIVITES LE PLAN 38140 RENAGE,542107651
196,ENGIE (ENGIE),15 RUE DES COLIBRIS 38100 GRENOBLE,542107651
197,ENGIE (ENGIE),3 RUE DE LA LIBERTE 38000 GRENOBLE,542107651
198,ENGIE (ENGIE),11 RUE FELIX ESCLANGON 38000 GRENOBLE,542107651
199,ENGIE (ENGIE),46 RUE DU VERCORS 38000 GRENOBLE,542107651
200,ENGIE (ENGIE),41 RUE DIDEROT 38000 GRENOBLE,542107651
201,ENGIE (ENGIE),44 AVENUE DE LA REPUBLIQUE 38170 SEYSSINET-PARISET,542107651
202,ENGIE (ENGIE),11 RUE FELIX ESCLANGON 38000 GRENOBLE,542107651
203,ENGIE (ENGIE),37 RUE DIDEROT 38000 GRENOBLE,542107651
204,CARGLASS S.A.S. (CARGLASS PARE-BRISE COURBEVOIE),34 AVENUE FELIX VIALLET 38000 GRENOBLE,425050556
205,CARGLASS S.A.S. (CARGLASS PARE-BRISE COURBEVOIE),RUE DE CHAMP ROMAN 38400 SAINT-MARTIN-D'HERES,425050556
206,CARGLASS S.A.S. (CARGLASS PARE-BRISE COURBEVOIE),EUROMASTER 6 RUE DE L’INDUSTRIE 38500 VOIRON,425050556
207,CARGLASS S.A.S. (CARGLASS PARE-BRISE COURBEVOIE),10 AVENUE DE ROMANS 38360 SASSENAGE,425050556
208,CARGLASS S.A.S. (CARGLASS PARE-BRISE COURBEVOIE),1 AVENUE JOHN KENNEDY 38500 VOIRON,425050556
209,CARGLASS S.A.S. (CARGLASS PARE-BRISE COURBEVOIE),28 RUE MARCEL REYNAUD 38920 CROLLES,425050556
210,CARGLASS S.A.S. (CARGLASS PARE-BRISE COURBEVOIE),23 AVENUE SALVADOR ALLENDE 38130 ECHIROLLES,425050556
211,CARGLASS S.A.S. (CARGLASS PARE-BRISE COURBEVOIE),CTRE COM CAP 38 - ZA DES ISLES LA TREMOUILLERE 38120 SAINT-EGREVE,425050556
212,CARGLASS S.A.S. (CARGLASS PARE-BRISE COURBEVOIE),ZAC DES BLANCHISSERIES RUE LOUIS LEPRINCE-RINGUET 38500 VOIRON,425050556
213,"ADECCO FRANCE (ADECCO FRANCE, LHH RECRUITMENT SOLUTIONS, AKKODIS TALENT)",6 RUE DE TURENNE 38000 GRENOBLE,998823504
214,"ADECCO FRANCE (ADECCO FRANCE, LHH RECRUITMENT SOLUTIONS, AKKODIS TALENT)",148 COURS BERRIAT 38000 GRENOBLE,998823504
215,"ADECCO FRANCE (ADECCO FRANCE, LHH RECRUITMENT SOLUTIONS, AKKODIS TALENT)",19 PLACE DE L’EUROPE 38500 VOIRON,998823504
216,NWJ MET 3,LA PALE 38380 SAINT-CHRISTOPHE-SUR-GUIERS,902890292
217,NWJ MET 3,RD 519 BAINS 38140 BEAUCROISSANT,902890292
218,NWJ MET 3,REAUMONT PRE IZARD 38140 REAUMONT,902890292
219,NWJ MET 3,LA TANNERIE 38120 FONTANIL-CORNILLON,902890292
220,ENGIE ENERGIE SERVICES (ENGIE E.S.),12 RUE JEAN MOULIN 38180 SEYSSINS,552046955
221,ENGIE ENERGIE SERVICES (ENGIE E.S.),12 RUE DE MAYENCIN 38400 SAINT-MARTIN-D'HERES,552046955
222,ENGIE ENERGIE SERVICES (ENGIE E.S.),14 E RUE DU MAYENCIN 38400 SAINT-MARTIN-D'HERES,552046955
223,ENGIE ENERGIE SERVICES (ENGIE E.S.),CHEZ SITA REKEM PLATEFORME CHIMIQUE RUE LAVOISIER 38800 LE PONT-DE-CLAIX,552046955
224,ENGIE ENERGIE SERVICES (ENGIE E.S.),32 RUE DE COMBOIRE 38130 ECHIROLLES,552046955
225,ENGIE ENERGIE SERVICES (ENGIE E.S.),11 RUE ARISTIDE BERGES 38800 LE PONT-DE-CLAIX,552046955
226,ENGIE ENERGIE SERVICES (ENGIE E.S.),922 PARC TECHNOLOGIQUE DES FONTAINES CHEMIN DES FRANQUES 38190 BERNIN,552046955
