,nom,adresse,siren
3002,LOGISTA FRANCE,73 RUE DES JAVAUX 38320 EYBENS,495361602
3003,GCA SUPPLY PACKING (GCA SUPPLY PACKING),13 RUE DE LA RESISTANCE 38190 FROGES,352533921
3004,GCA SUPPLY PACKING (GCA SUPPLY PACKING),RUE DES BONNAIS 38120 SAINT-EGREVE,352533921
3005,GCA SUPPLY PACKING (GCA SUPPLY PACKING),8 AVENUE PAUL VERLAINE 38100 GRENOBLE,352533921
3006,ENTRAIDE PIERRE VALDO,61 BOULEVARD JOSEPH VALLIER 38000 GRENOBLE,439808379
3007,ENTRAIDE PIERRE VALDO,8 RUE DE L'OCTANT 38130 ECHIROLLES,439808379
3008,ENTRAIDE PIERRE VALDO,9 RUE DU DIX NEUF MARS 1962 38130 ECHIROLLES,439808379
3009,COMTESSE DU BARRY,26 RUE SAINT JACQUES 38000 GRENOBLE,396720310
3010,ORSYS,155 COURS BERRIAT 38000 GRENOBLE,482761160
3011,ORSYS,5 PLACE ROBERT SCHUMAN 38000 GRENOBLE,482761160
3012,ORSYS,4 RUE DES TROPIQUES 38130 ECHIROLLES,482761160
3013,QUATRA FRANCE (ECOLOGIC'OIL-QUATRA) (ARD),21 B RUE JEAN PAIN 38600 FONTAINE,444182075
3014,OPCO MOBILITES,CENTR'ALP - NOVESPARC RUE DU ROCHER DE LORZIER 38430 MOIRANS,851240499
3015,LA BARBE DE PAPA SUD,C.C CARREFOUR 1 RUE DES ABATTOIRS 38120 SAINT-EGREVE,831266036
3016,AVEM (AVEM),50 RUE DES VINGT TOISES 38950 SAINT-MARTIN-LE-VINOUX,330447236
3017,DIRECTION REGIONALE DES DOUANES CHAMBERY (DRD),37 RUE CASIMIR BRENIER 38000 GRENOBLE,177302320
3018,DIRECTION REGIONALE DES DOUANES CHAMBERY (DRD),CITE ADMINISTRA DODE 1 RUE JOSEPH CHANRION 38000 GRENOBLE,177302320
3019,DIRECTION REGIONALE DES DOUANES CHAMBERY (DRD),18 AVENUE DE L'ILE BRUNE 38120 SAINT-EGREVE,177302320
3020,DIRECTION REGIONALE DES DOUANES CHAMBERY (DRD),HOTEL DES IMPOTS 3 RUE MME DE STAEL 38500 VOIRON,177302320
3021,DIRECTION REGIONALE DES DOUANES CHAMBERY (DRD),AV FERRY 38380 SAINT-LAURENT-DU-PONT,177302320
3022,DIRECTION REGIONALE DES DOUANES CHAMBERY (DRD),35 RUE CASIMIR BRENIER 38000 GRENOBLE,177302320
3023,COMMUNE DE FONTAINE,89 MAIL MARCEL CACHIN 38600 FONTAINE,213801699
3024,COMMUNE DE FONTAINE,22 RUE DES ALPES 38600 FONTAINE,213801699
3025,COMMUNE DE FONTAINE,22 RUE DES ALPES 38600 FONTAINE,213801699
3026,COMMUNE DE FONTAINE,38 RUE DES BUISSONNEES 38600 FONTAINE,213801699
3027,COMMUNE DE FONTAINE,4 RUE DES BUISSONNEES 38600 FONTAINE,213801699
3028,COMMUNE DE FONTAINE,40 RUE DES BUISSONNEES 38600 FONTAINE,213801699
3029,COMMUNE DE FONTAINE,40 RUE DES BUISSONNEES 38600 FONTAINE,213801699
3030,COMMUNE DE FONTAINE,MAIL MARCEL CACHIN 38600 FONTAINE,213801699
3031,COMMUNE DE FONTAINE,MAIL MARCEL CACHIN 38600 FONTAINE,213801699
3032,COMMUNE DE FONTAINE,1 PLACE HENRI CHAPAYS 38600 FONTAINE,213801699
3033,ORTEC ENVIRONNEMENT,ZA DU PONT DU CHAMPS 11 ROUTE DE SAINT GEORGES DE COMMIERS 38560 CHAMP-SUR-DRAC,389675018
3034,VOLVO TRUCKS FRANCE,8 AVENUE DE LA LOUISIANE 38120 FONTANIL-CORNILLON,379134166
3035,ARVAL SERVICE LEASE (ARVAL) (ARVAL),9 AVENUE PAUL VERLAINE 38100 GRENOBLE,352256424
3036,ARVAL SERVICE LEASE (ARVAL) (ARVAL),11 RUE AIME BEREY 38000 GRENOBLE,352256424
3037,ARVAL SERVICE LEASE (ARVAL) (ARVAL),23 AVENUE DOYEN LOUIS WEIL 38000 GRENOBLE,352256424
3038,ARVAL SERVICE LEASE (ARVAL) (ARVAL),60 RUE LAVOISIER 38330 MONTBONNOT-SAINT-MARTIN,352256424
3039,JB MARTIN DIFFUSION (CALCEA),7 RUE DE BONNE 38000 GRENOBLE,399324300
3040,JB MARTIN DIFFUSION (CALCEA),6 RUE DE BONNE 38000 GRENOBLE,399324300
3041,VACANCES COLLECTION PRESTIGE,LD COULLET - LE CRISTAL DE L'ALPE RTE DE L'ETENDARD 38750 HUEZ,789627668
3042,COMPLETEL SAS (IPCENTA),CENTRE D'AFFAIRE NOVAPOLE 18 RUE DE LA TUILERIE 38170 SEYSSINET-PARISET,418299699
3043,COMPLETEL SAS (IPCENTA),ZAC DE CHAMP ROMAN 27 RUE DU TOUR DE L’EAU 38400 SAINT-MARTIN-D'HERES,418299699
3044,NEW LOOK FRANCE,CTRE COMMERCIAL GRENOBLE GRAND PLACE 38100 GRENOBLE,487493199
3045,OIL FRANCE,68 ROUTE DE LYON 38000 GRENOBLE,453250136
3046,HABITAT FRANCE,18-20 18 BOULEVARD AGUTTE SEMBAT 38000 GRENOBLE,389389545
3047,HABITAT FRANCE,2 RUE HOCHE 38000 GRENOBLE,389389545
3048,HUGO BOSS FRANCE SAS (HUGO BOSS FRANCE),5 PLACE VICTOR HUGO 38000 GRENOBLE,450772041
3049,SOLERYS,13 RUE D'ALEMBERT 38000 GRENOBLE,510126949
3050,SOLERYS,LA PETITE HALLE 31 RUE GUSTAVE EIFFEL 38100 GRENOBLE,510126949
3051,SOLERYS,19 RUE DES BERGERS 38000 GRENOBLE,510126949
3052,SOLERYS,6 RUE EMILE ZOLA 38100 GRENOBLE,510126949
3053,ALINEA,3 RUE DES GLAIRAUX 38120 SAINT-EGREVE,832901219
3054,V 2 M (MADO MARCEL),10 RUE DES QUATRE CHEMINS 38500 VOIRON,393489919
3055,V 2 M (MADO MARCEL),14 RUE DES TERREAUX ET 8 RUE EXPILLY 38500 VOIRON,393489919
3056,LE HORS PISTE B.V,1224 RES-DES PISTES 38114 OZ,444199061
3057,LE HORS PISTE B.V,CLOS DU PRE 38114 OZ,444199061
3058,LE HORS PISTE B.V,LES CHALETS TYPE 1 N  31 CLOS DU PRE 38114 OZ,444199061
3059,LE HORS PISTE B.V,LES CHALETS TYPE 3 N  28 CLOS DU PRE 38114 OZ,444199061
3060,LE HORS PISTE B.V,LES CHALETS TYPE 1 N  8 CLOS DU PRE 38114 OZ,444199061
3061,LE HORS PISTE B.V,LES CHALETS TYPE 4 N  5 CLOS DU PRE 38114 OZ,444199061
3062,LE HORS PISTE B.V,LES CHALETS TYPE 1 N  10 CLOS DU PRE 38114 OZ,444199061
3063,LE HORS PISTE B.V,LES CHALETS TYPE 3 N  9 CLOS DU PRE 38114 OZ,444199061
3064,LE HORS PISTE B.V,LES CHALETS TYPE 3 N  6 CLOS DU PRE 38114 OZ,444199061
3065,LE HORS PISTE B.V,LES CHALETS TYPE 3 N  4 CLOS DU PRE 38114 OZ,444199061
3066,LACOSTE,11 AVENUE PAUL VERLAINE 38100 GRENOBLE,444553465
3067,LACOSTE,8 RUE DES GLAIRAUX 38120 SAINT-EGREVE,444553465
3068,NXO FRANCE,BATIMENT TRAMONTANE 60 RUE DES BERGES 38000 GRENOBLE,811934363
3069,UFIFRANCE GESTION,8 AVENUE JEAN PERROT 38100 GRENOBLE,776038614
3070,UFIFRANCE GESTION,4 AVENUE DOYEN LOUIS WEIL 38000 GRENOBLE,776038614
3071,UFIFRANCE GESTION,10 RUE D'ARMENIE 38000 GRENOBLE,776038614
3072,VICAT (VICAT),LA GARE 38340 VOREPPE,057505539
3073,VICAT (VICAT),HAM GENEVREY 38450 VIF,057505539
3074,VICAT (VICAT),LD LA PERELLE 38380 SAINT-LAURENT-DU-PONT,057505539
3075,VICAT (VICAT),SAINT ROBERT 1 RUE DU LAC 38120 SAINT-EGREVE,057505539
3076,VICAT (VICAT),28 COURS JEAN JAURES 38000 GRENOBLE,057505539
3077,VICAT (VICAT),1176 A 1350 1350 AVENUE ARISTIDE BRIAND 38220 VIZILLE,057505539
3078,VICAT (VICAT),22 ROUTE DE LYON 38000 GRENOBLE,057505539
3079,VICAT (VICAT),LES COMBES ROUTE DE CLEMENCIERES 38950 SAINT-MARTIN-LE-VINOUX,057505539
3080,VICAT (VICAT),CHEMIN DES COTES 38360 SASSENAGE,057505539
3081,AFG (AFG),19 RUE DODE 38500 VOIRON,483902920
3082,AFG (AFG),304 ALLEE DU SEQUOIA 38500 COUBLEVIE,483902920
3083,AFG (AFG),2 IMPASSE RUBY 38500 VOIRON,483902920
3084,PORTALP FRANCE,30 RUE COMMANDANT LENOIR 38600 FONTAINE,424850014
3085,PORTALP FRANCE,9 ALLEE DE LA PINEA 38600 FONTAINE,424850014
3086,PORTALP FRANCE,RUE DE L'ARCELLE 38600 FONTAINE,424850014
3087,PORTALP FRANCE,16 RUE LOUIS BESANCON 38120 SAINT-EGREVE,424850014
3088,ONET SECURITE SOLUTIONS HUMAINES (ONET SECURITE),78 RUE ABBE GREGOIRE 38000 GRENOBLE,328931613
3089,ONET SECURITE SOLUTIONS HUMAINES (ONET SECURITE),PARC ENTREP DES PETITS PRE RUE DE L'OCTANT 38130 ECHIROLLES,328931613
3090,ONET SECURITE SOLUTIONS HUMAINES (ONET SECURITE),4 AVENUE DOYEN LOUIS WEIL 38000 GRENOBLE,328931613
3091,ONET SECURITE SOLUTIONS HUMAINES (ONET SECURITE),IMMEUBLE LE TRIDENT BAT. A 34 AVENUE DE L'EUROPE 38100 GRENOBLE,328931613
3092,ONET SECURITE SOLUTIONS HUMAINES (ONET SECURITE),ESPACE KEREN 3EME ETAGE ES 4 AVENUE CHARLES DE GAULLE 38800 LE PONT-DE-CLAIX,328931613
3093,ONET SECURITE SOLUTIONS HUMAINES (ONET SECURITE),15 RUE DE LA CONDAMINE 38610 GIERES,328931613
3094,WILLIS TOWERS WATSON FRANCE,LE FORUM 6 BOULEVARD JEAN PAIN 38000 GRENOBLE,311248637
3095,WILLIS TOWERS WATSON FRANCE,IMMEUBLE LE GRILLON 31 BOULEVARD MARECHAL FOCH 38000 GRENOBLE,311248637
3096,WILLIS TOWERS WATSON FRANCE,PARC D'ACTIVITE SUD GALAXIE 3 B RUE DE L'OCTANT 38130 ECHIROLLES,311248637
3097,DIRECTION INTERREGIONALE DES SERVICES PENITENTIAIRES LYON - CENTRE-EST (DISP),51 RUE ABBE GREGOIRE 38000 GRENOBLE,176901205
3098,DIRECTION INTERREGIONALE DES SERVICES PENITENTIAIRES LYON - CENTRE-EST (DISP),LE PETIT ROCHEFORT 38760 VARCES-ALLIERES-ET-RISSET,176901205
3099,DIRECTION INTERREGIONALE DES SERVICES PENITENTIAIRES LYON - CENTRE-EST (DISP),96 RUE DE STALINGRAD 38100 GRENOBLE,176901205
3100,DIRECTION INTERREGIONALE DES SERVICES PENITENTIAIRES LYON - CENTRE-EST (DISP),SPIP ISERE 84 RUE DES ALLIES 38100 GRENOBLE,176901205
3101,ROUAFI (ORCANTA),CENTRE COMMERCIAL LES QUATRE CHEMINS 03200 VICHY,409613031
3102,ROUAFI (ORCANTA),17 RUE DE BONNE 38000 GRENOBLE,409613031
3103,APM FRANCE,8 PLACE VICTOR HUGO 38000 GRENOBLE,804354264
3104,FDP,43 ALLEE DES DAUPHINS 38330 SAINT-ISMIER,382023620
3105,FDP,23 RUE THIERS 38000 GRENOBLE,382023620
3106,FDP,340 RUE DE L’EYGALA 38430 MOIRANS,382023620
3107,SOCIETE D'INVESTISSEMENT FRANCE HOTELS (SIFH),12 BOULEVARD MARECHAL JOFFRE 38000 GRENOBLE,440117976
3108,SOCIETE D'INVESTISSEMENT FRANCE HOTELS (SIFH),11 RUE GENERAL MANGIN 38100 GRENOBLE,440117976
3109,SOCIETE D'INVESTISSEMENT FRANCE HOTELS (SIFH),34 AVENUE DE VERDUN 38240 MEYLAN,440117976
3110,SOCIETE D'INVESTISSEMENT FRANCE HOTELS (SIFH),7 PLACE ROBERT SCHUMAN 38000 GRENOBLE,440117976
3111,REVAMA,40 ROUTE DE L'OISANS 38220 LIVET-ET-GAVET,879955326
3112,REVAMA,PARC D'ACTIVITES DU PEURAS 498 AVENUE DU PEURAS 38210 TULLINS,879955326
3113,JCM (CIMM IMMOBILIER - IMMOLIAISON),6 RUE EMILE BLANC 38420 DOMENE,408344752
3114,JCM (CIMM IMMOBILIER - IMMOLIAISON),41 RUE GENERAL DE GAULLE 38210 TULLINS,408344752
3115,JCM (CIMM IMMOBILIER - IMMOLIAISON),BRIGNOUD 20 BOULEVARD DE LA LIBERATION 38190 VILLARD-BONNOT,408344752
3116,JCM (CIMM IMMOBILIER - IMMOLIAISON),13 PLACE PORTE DE LA BUISSE 38500 VOIRON,408344752
3117,JCM (CIMM IMMOBILIER - IMMOLIAISON),4 PLACE DEBELLE 38340 VOREPPE,408344752
3118,JCM (CIMM IMMOBILIER - IMMOLIAISON),56 COURS BERRIAT 38000 GRENOBLE,408344752
3119,JCM (CIMM IMMOBILIER - IMMOLIAISON),ROND POINT DU RAFOUR 38920 CROLLES,408344752
3120,JCM (CIMM IMMOBILIER - IMMOLIAISON),77 AVENUE JEAN JAURES 38140 RIVES,408344752
3121,JCM (CIMM IMMOBILIER - IMMOLIAISON),47 AVENUE JEAN JAURES 38380 SAINT-LAURENT-DU-PONT,408344752
3122,JCM (CIMM IMMOBILIER - IMMOLIAISON),77 PLACE DE LA MAIRIE 38660 LA TERRASSE,408344752
3123,BETON DES MONTS DU LYONNAIS (B.M.L.) (BML),LIEUDIT ZA DES ILES DE GABOURD 609 CHEMIN DES MARINIERS 38340 VOREPPE,350064226
3124,XELIANS ARCHIVAGE (ARCHIVECO - LOCARCHIVES),360 RUE DE CHANTAROT 38210 VOUREY,324847094
3125,XELIANS ARCHIVAGE (ARCHIVECO - LOCARCHIVES),ZI 21 RUE DES GLAIRAUX 38120 SAINT-EGREVE,324847094
3126,SERVICES ORGANISATION METHODES (SOM),26 AVENUE JEAN KUNTZMANN 38330 MONTBONNOT-SAINT-MARTIN,325444693
3127,TENAO 20,LD PETIT TAILLEFER 47700 LEYRITZ-MONCASSIN,822844197
3128,MCI,7 RUE DU DOCTEUR SCHWEITZER 38180 SEYSSINS,632017257
3129,MOBILIANS (MOBILIANS),66 BOULEVARD MARECHAL FOCH 38000 GRENOBLE,775688450
3130,CESI (CESI),DELEGATION DAUPHINE ZIRST 16 CHEMIN DU VIEUX CHENE 38240 MEYLAN,775722572
3131,CESI (CESI),MINI PARC POMMARIN BAT A MAYOUSSARD 38430 MOIRANS,775722572
3132,CESI (CESI),IMMEUBLE LE DOYEN 22 AVENUE DOYEN LOUIS WEIL 38000 GRENOBLE,775722572
3133,CESI (CESI),7 CHEMIN DU VIEUX CHENE 38240 MEYLAN,775722572
3134,CESI (CESI),16 CHEMIN DE MALACHER 38240 MEYLAN,775722572
3135,EVERSTYL CONCEPT,38 BOULEVARD MARECHAL FOCH 38000 GRENOBLE,432686566
3136,TRANSGOURMET OPERATIONS (TRANSGOURMET NORD),14 RUE DE L’ETANG 38610 GIERES,433927332
3137,DIAC LOCATION (MOBILIZE FINANCIAL SERVICES),CHEZ CONCESSIONNAIRE RENAU RUE JEAN PIERRE TIMBAUD 38130 ECHIROLLES,329892368
3138,PAPREC GRAND EST,ROUTE NATIONALE 75 LES MOLIES 38760 VARCES-ALLIERES-ET-RISSET,954506127
3139,PAPREC GRAND EST,ZI DES MARAIS LA MURE D ISERE 198 RUE DU CARVI 38350 LA MURE,954506127
3140,NEOMARCHE,3 RUE DES GLAIRAUX 38120 SAINT-EGREVE,844494203
3141,FEDERATION EGLISE EVANGEL BAPTISTE FRANC (FEEBF),1 RUE ERNEST RENAN 38100 GRENOBLE,775665813
3142,UNION DES GROUPEMENTS D'ACHATS PUBLICS (UGAP) (UGAP),SERVICE DEPART DE L'ISERE 80 RUE DES ALLIES 38100 GRENOBLE,776056467
3143,UNION DES GROUPEMENTS D'ACHATS PUBLICS (UGAP) (UGAP),3 AVENUE DOYEN LOUIS WEIL 38000 GRENOBLE,776056467
3144,LA BOITE A OUTILS,26 RUE COLONEL DUMONT 38000 GRENOBLE,779463223
3145,LA BOITE A OUTILS,ZI COMBOIRES 12 RUE DES MONTAGNES DE LANS 38130 ECHIROLLES,779463223
3146,LA BOITE A OUTILS,75 AVENUE GABRIEL PERI 38400 SAINT-MARTIN-D'HERES,779463223
3147,LA BOITE A OUTILS,BAT B ROUTE DE GRENOBLE 38430 SAINT-JEAN-DE-MOIRANS,779463223
3148,LA BOITE A OUTILS,96 RUE DES ALLOBROGES 38180 SEYSSINS,779463223
3149,LA BOITE A OUTILS,ESPACE COMBOIRE 9 RUE DU DRAC 38130 ECHIROLLES,779463223
3150,LA BOITE A OUTILS,2 RUE DU DRAC 38130 ECHIROLLES,779463223
3151,LA BOITE A OUTILS,13 AVENUE DE LA FALAISE 38360 SASSENAGE,779463223
3152,LA BOITE A OUTILS,82 AVENUE LEON BLUM 38100 GRENOBLE,779463223
3153,LA BOITE A OUTILS,2 RUE RAYMOND PITET 38100 GRENOBLE,779463223
3154,TOOSTORES R1,16 RUE HENRI BARBUSSE 38100 GRENOBLE,812533545
3155,TOOSTORES R1,1 RUE DE SAULT 38000 GRENOBLE,812533545
3156,TOOSTORES R1,ANGLE RUE BERTHE DE BOISSIEUX 48 BOULEVARD GAMBETTA 38000 GRENOBLE,812533545
3157,TOOSTORES R1,6 RUE DE BONNE 38000 GRENOBLE,812533545
3158,MCDONALD'S SYSTEM OF FRANCE INC (MC DONALD'S),CTRE CIAL LES TROIS DAUPHI RUE FELIX POULAT 38000 GRENOBLE,323162321
3159,COMMUNE DE VOIRON,12 RUE MAINSSIEUX 38500 VOIRON,213805633
3160,COMMUNE DE VOIRON,RUE ERNEST IMBERT 38500 VOIRON,213805633
3161,COMMUNE DE VOIRON,RUE JEAN-BAPTISTE GUIMET 38500 VOIRON,213805633
3162,COMMUNE DE VOIRON,RUE SALVADOR ALLENDE 38500 VOIRON,213805633
3163,COMMUNE DE VOIRON,RUE SALVADOR ALLENDE 38500 VOIRON,213805633
3164,COMMUNE DE VOIRON,RUE JEAN-BAPTISTE GUIMET 38500 VOIRON,213805633
3165,COMMUNE DE VOIRON,23 AVENUE DE LA BRUNERIE 38500 VOIRON,213805633
3166,COMMUNE DE VOIRON,CIDEX 512A 67 RUE DU LOUVASSET 38500 VOIRON,213805633
3167,COMMUNE DE VOIRON,3 RUE GENERAL CHARLOT 38500 VOIRON,213805633
3168,COMMUNE DE VOIRON,RUE DU LOUVASSET 38500 VOIRON,213805633
3169,COIFFIDIS (COIFF'IDIS) (DINOPA),5 RUE GABRIEL PERI 38000 GRENOBLE,550502694
3170,EUREST SPORTS & LOISIRS,5 PLACE DE LAVALETTE 38000 GRENOBLE,622039477
3171,EUREST SPORTS & LOISIRS,BSL VIDEO 110 RUE BLAISE PASCAL 38330 MONTBONNOT-SAINT-MARTIN,622039477
3172,BALIBARIS,CENTRE COMMERCIAL NEYRPIC CELLULE B220 9 AVENUE BENOIT FRACHON 38400 SAINT-MARTIN-D'HERES,527995278
3173,ERYMA SAS,B5 FORUM 36 RUE DES VINGT TOISES 38950 SAINT-MARTIN-LE-VINOUX,529040677
3174,CGI FRANCE,IMMEUBLE LE CALLISTO 16 B RUE HENRI BARBUSSE 38100 GRENOBLE,702042755
3175,CGI FRANCE,BATIMENT ECHIROLLES CGI 2 2 RUE GERMAINE VEYRET-VERNER 38130 ECHIROLLES,702042755
3176,DAVAI ENRSPV4,AUTRANS MEAUDRE EN VERCORS LES PRUDHOMMES 38112 AUTRANS-MEAUDRE EN VERCORS,887698397
3177,VALOFI (VALOFI),30 BOULEVARD GAMBETTA 38000 GRENOBLE,503659732
3178,DECOR HEYTENS FRANCE (HEYTENS) (HPP),ET N 79 77 AVENUE GABRIEL PERI 38400 SAINT-MARTIN-D'HERES,967505751
3179,DECOR HEYTENS FRANCE (HEYTENS) (HPP),29 COURS BERRIAT 38000 GRENOBLE,967505751
3180,DECOR HEYTENS FRANCE (HEYTENS) (HPP),CENTRE COM CARREFOUR RUE DE NORMANDIE 38130 ECHIROLLES,967505751
3181,DECOR HEYTENS FRANCE (HEYTENS) (HPP),10 BOULEVARD PAUL LANGEVIN 38600 FONTAINE,967505751
3182,DECOR HEYTENS FRANCE (HEYTENS) (HPP),ZAC DES ILES 15 LA TREMOUILLERE 38120 SAINT-EGREVE,967505751
3183,DECOR HEYTENS FRANCE (HEYTENS) (HPP),ZAC CAP DES H 14 AVENUE DE L'ILE BRUNE 38120 SAINT-EGREVE,967505751
3184,BRGM (BRGM) (BRGM),18 AVENUE GENERAL CHAMPON 38000 GRENOBLE,582056149
3185,ARKEMA FRANCE,BRIGNOUD AVENUE ROBERT HUANT 38190 VILLARD-BONNOT,319632790
3186,ARKEMA FRANCE,LE RIVIER 38140 APPRIEU,319632790
3187,ARKEMA FRANCE,VILLAGE DU CHAMP 38560 CHAMP-SUR-DRAC,319632790
3188,OMBR'ISERE,AVENUE ARISTIDE BERGES 38420 DOMENE,894589811
3189,OMBR'ISERE,ROUTE DU PUITS 38210 POLIENAS,894589811
3190,OMBR'ISERE,ROUTE DE GRENOBLE 38500 COUBLEVIE,894589811
3191,OMBR'ISERE,GALERNE 38210 TULLINS,894589811
3192,INSTITUT DE SOUDURE INDUSTRIE (ISI),ZI DU BOURGAMON 18 RUE DU BOURGAMON 38400 SAINT-MARTIN-D'HERES,414728964
3193,INSTITUT DE SOUDURE INDUSTRIE (ISI),73 D RUE GENERAL MANGIN 38100 GRENOBLE,414728964
3194,DIRECTION REGIONALE DES DOUANES LYON (DRD),37 RUE CASIMIR BRENIER 38000 GRENOBLE,176902310
3195,ANOSMIE.ORG,MAISON DE LA VIE ASSOCIATIVE ET CITOYENNE 6 RUE BERTHE DE BOISSIEUX 38000 GRENOBLE,834083578
3196,PONTICELLI FRERES (PONTICELLI),LE RONDEAU 10 RUE GASTON MONMOUSSEAU 38130 ECHIROLLES,562036624
3197,PONTICELLI FRERES (PONTICELLI),RUE DE MARCELLINE 38800 LE PONT-DE-CLAIX,562036624
3198,UFIFRANCE PATRIMOINE (UFF) (UFF),8 AVENUE JEAN PERROT 38100 GRENOBLE,776042210
3199,UFIFRANCE PATRIMOINE (UFF) (UFF),LE PULSAR B3 4 AVENUE DOYEN LOUIS WEIL 38000 GRENOBLE,776042210
3200,UFIFRANCE PATRIMOINE (UFF) (UFF),10 RUE D'ARMENIE 38000 GRENOBLE,776042210
3201,EPPS,2 RUE RAYMOND PITET 38100 GRENOBLE,532705647
3202,EPPS,ZONE INDUSTRIELLE RUE DE L’EYGALA 38430 MOIRANS,532705647
3203,EPPS,RUE DU LEVANT 38450 VIF,532705647
3204,EPPS,BATIMENT A ROUTE DE GRENOBLE 38430 SAINT-JEAN-DE-MOIRANS,532705647
3205,EPPS,13 RUE BARNAVE 38400 SAINT-MARTIN-D'HERES,532705647
3206,RGIS SPECIALISTES EN INVENTAIRE SARL,LD LES MURAILLES 36 RUE DE PACALAIRE 38170 SEYSSINET-PARISET,450593975
3207,RGIS SPECIALISTES EN INVENTAIRE SARL,2 ALLEE DE ROUMANIE 38610 GIERES,450593975
3208,AC ENVIRONNEMENT,MINIPARC DES BEALIERES 19 AVENUE DU GRANIER 38240 MEYLAN,441355914
3209,EGIS,1 RUE DU DOCTEUR SCHWEITZER 38180 SEYSSINS,702027376
3210,EGIS,3 RUE DU DOCTEUR SCHWEITZER 38180 SEYSSINS,702027376
3211,EGIS,ZA DE VIF RUE DE L’INDUSTRIE 38450 VIF,702027376
3212,GROUPE HELIOS (PROXIMARK - T.1 - SIGNAROUTES - SIGNAROUTES FRANCHE COMTE),ZA DU RONDEAU 25 RUE DU TREMBLAY 38130 ECHIROLLES,421896200
3213,LE DAUPHINE LIBERE,2 RUE DES TERREAUX 38500 VOIRON,057502742
3214,LE DAUPHINE LIBERE,40 AVENUE ALSACE LORRAINE 38000 GRENOBLE,057502742
3215,LE DAUPHINE LIBERE,29 RUE VICTOR MOLLARD 38500 VOIRON,057502742
3216,LE DAUPHINE LIBERE,32 RUE GUSTAVE EIFFEL 38100 GRENOBLE,057502742
3217,LE DAUPHINE LIBERE,IMMEUBLE LE PULSAR EUROPOLE - B3 PLACE ROBERT SCHUMAN 38000 GRENOBLE,057502742
3218,LE DAUPHINE LIBERE,650 ROUTE DE VALENCE 38113 VEUREY-VOROIZE,057502742
3219,PRIMARK FRANCE SAS,CENTRE COMMERCIAL GRAND'PLACE 55 GRAND PLACE 38100 GRENOBLE,790858294
3220,SATM,ZONE INDUSTRIELLE 17 RUE DU LAC 38120 SAINT-EGREVE,814723441
3221,FONDATION  SANTE DES ETUDIANTS DE FRANCE (FSEF),8 AVENUE DES MAQUIS DU GRESIVAUDAN 38700 LA TRONCHE,775683006
3222,FONDATION  SANTE DES ETUDIANTS DE FRANCE (FSEF),RES LES TAILLEES 38400 SAINT-MARTIN-D'HERES,775683006
3223,FONDATION  SANTE DES ETUDIANTS DE FRANCE (FSEF),RES UNIVERS LES TAILLEES 291 RUE DE LA HOUILLE BLANCHE 38400 SAINT-MARTIN-D'HERES,775683006
3224,FONDATION  SANTE DES ETUDIANTS DE FRANCE (FSEF),11 RUE EMILE ZOLA 38100 GRENOBLE,775683006
3225,FONDATION  SANTE DES ETUDIANTS DE FRANCE (FSEF),11 RUE EMILE ZOLA 38100 GRENOBLE,775683006
3226,FONDATION  SANTE DES ETUDIANTS DE FRANCE (FSEF),11 RUE EMILE ZOLA 38100 GRENOBLE,775683006
3227,FONDATION  SANTE DES ETUDIANTS DE FRANCE (FSEF),11 RUE EMILE ZOLA 38100 GRENOBLE,775683006
3228,"PARITEL OPERATEUR (PARITEL, PARITEL TELECOM)",NOVESPACE B 166 RUE DU ROCHER DE LORZIER 38430 MOIRANS,343163770
3229,"PARITEL OPERATEUR (PARITEL, PARITEL TELECOM)",POMMARIN BAT A 137 RUE DU MAYOUSSARD 38430 MOIRANS,343163770
3230,INTERIOR'S (INTERIOR'S),4 RUE BERANGER 38000 GRENOBLE,311058838
3231,INTERIOR'S (INTERIOR'S),LOT 56 LES GLAIRAUX 87 RUE DES MOUTONNEES 38120 SAINT-EGREVE,311058838
3232,AIRPORC,2455 ROUTE DU PERRON 38470 TECHE,351644158
3233,AIRPORC,LA JACQUETIERE 38470 VARACIEUX,351644158
3234,ATOS FRANCE (ATOS ORIGIN),27 AVENUE DE LA REPUBLIQUE 38170 SEYSSINET-PARISET,408024719
3235,ATOS FRANCE (ATOS ORIGIN),122 AVENUE DU VERCORS 38600 FONTAINE,408024719
3236,ATOS FRANCE (ATOS ORIGIN),38 CHEMIN DU VIEUX CHENE 38240 MEYLAN,408024719
3237,ATOS FRANCE (ATOS ORIGIN),2826 RUE GUSTAVE EIFFEL 38100 GRENOBLE,408024719
3238,ATOS FRANCE (ATOS ORIGIN),3 RUE DE PROVENCE 38130 ECHIROLLES,408024719
3239,SOCIETE DES CENTRES COMMERCIAUX (SCC),CC GRAND'PLACE 55 GRAND PLACE 38100 GRENOBLE,689801231
3240,EUROLINES,GARE ROUTIERE PLACE DE LA GARE 38000 GRENOBLE,391144300
3241,SOC CANVAS HOLIDAYS LIMITED,CAMPING RENCONTRE DU SOLEIL LA TANNERIE 38520 LE BOURG-D'OISANS,428697817
3242,NEXECUR PROTECTION (CTCAM) (CTCAM),CIDEX 112B 28 IMPASSE NELLY ROUSSEL 38920 CROLLES,799869342
3243,UNIVERSITE BORDEAUX MONTAIGNE BORDEAUX III,DOM UNIVERSITAIRE 33600 PESSAC,193317666
